¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.1111
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102308
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380858
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695044
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041422
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428541
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880564
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.331951
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833214
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39388
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82001
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27769
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78185
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39104
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53315
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81725
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97423
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07408
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4938
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384728
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606106
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844433
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101727
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380294
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695927
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042388
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426386
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874385
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325107
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825655
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38784
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83251
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29127
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8037
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41527
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50035
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64276
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95252
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06586
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48815
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384283
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605622
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843955
‚(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101171
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379882
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696722
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04325
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424062
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868156
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318213
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822424
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3818
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84548
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3054
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82611
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44016
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46776
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65169
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83429
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0518
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48259
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383847
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605166
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843438
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100629
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38057
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697483
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044106
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424763
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861931
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311336
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819137
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37584
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.859
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32015
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84908
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4656
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43543
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66151
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69152
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03754
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47703
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383405
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604674
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842921
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100085
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381231
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698223
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044886
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425595
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855716
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307623
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815829
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36994
„(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87306
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33544
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87261
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4917
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41779
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67224
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54995
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02311
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47155
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382984
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604224
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842417
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099567
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381849
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698905
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045658
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426424
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849472
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304583
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812461
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36405
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88764
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35133
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89671
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51845
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50533
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68388
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40962
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00851
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4661
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382559
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603763
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84191
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099019
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38244
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699551
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046357
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427208
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845222
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301537
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80907
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35822
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90273
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36776
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92135
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54578
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59322
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69644
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27055
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99368
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4607
†(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382129
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603316
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841429
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098486
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383003
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700128
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046994
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427911
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842434
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298446
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805614
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35242
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91836
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38485
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94657
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56651
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68157
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7099
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13269
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9627
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45531
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381704
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602859
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840933
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097948
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383472
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700668
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047599
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428555
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839621
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295305
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802105
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34672
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93456
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40391
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97236
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56761
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77021
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72431
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99615
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92999
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45002
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3813
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602441
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840461
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097408
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383938
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701176
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048129
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429168
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836757
…(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292141
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798582
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34103
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93703
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42777
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99796
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56935
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85921
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7396
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7222
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89732
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44476
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380888
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601957
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839974
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096928
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384376
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701609
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048649
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429712
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834148
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288912
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794999
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33539
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93073
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45219
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0001
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57173
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94855
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75582
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62481
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8647
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42459
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380455
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601512
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839533
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096405
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384732
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702036
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049053
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430182
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833325
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285678
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791368
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3298
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92445
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47704
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00284
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57473
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03814
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77299
‡(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52055
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83215
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39911
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380052
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601104
(337.54, 7.52, 337.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839021
