¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.25113
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.88513
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.92844
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.29799
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.1927
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.205468
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.372323
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.555245
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751953
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96274
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185756
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427098
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697639
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993513
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.372973
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.799647
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.280048
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.824918
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.448056
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.16752
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.00736
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.98166
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.03536
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.62543
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.47887
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.211804
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.38031
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.56382
Õ(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761185
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.972144
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195914
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438982
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71102
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.010557
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.39418
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.823452
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.306956
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.855568
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.483283
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.20842
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.05542
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.05764
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.14345
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.8117
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.76965
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.218218
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.388359
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572466
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.770492
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981647
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206181
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451362
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724517
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.029582
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.415412
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.847293
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.333914
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.886292
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.518612
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.24946
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.10367
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.11518
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.25269
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.99979
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.16122
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.224708
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.396473
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.581182
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.779876
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99125
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216558
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463846
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738128
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.048618
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.436664
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.871168
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.360919
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.917082
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.554034
Å(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29064
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.15212
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.17299
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.36475
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.18963
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.231984
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.404651
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.589966
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789335
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000953
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227044
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476432
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751851
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.067664
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.457934
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.895067
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.387967
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.947933
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.589546
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.33195
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.20075
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.23107
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.56822
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.38116
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.239672
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.41289
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598818
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798869
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010754
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237637
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489116
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765685
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.086716
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.479216
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.918992
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.41505
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.97884
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.625139
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.37337
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.24955
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.2894
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.70024
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.57432
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.247416
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.421191
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607737
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808476
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020654
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248337
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501902
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779631
ö(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.10577
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.500506
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.942933
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.442165
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.009797
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.660809
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.41491
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.29852
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.34799
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.82684
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.76902
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.255214
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.429553
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.616722
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818155
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03065
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259145
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514785
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793687
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.124822
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.521803
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.966889
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.469307
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.040798
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.696548
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.45655
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.34765
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.40651
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.96117
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.96517
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.263069
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.437974
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625772
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827906
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040743
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270712
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.527764
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807851
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.143867
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.543098
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.990853
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.496468
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.071836
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.732349
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.49829
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.39693
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.43427
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.09602
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.1627
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.270977
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.446454
Ó(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.634887
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.837728
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050932
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.282735
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54084
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822123
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.162905
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.564392
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.014822
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.523647
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.102907
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.768205
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.54012
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.44635
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.48009
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.23133
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.3615
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.278939
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.454994
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644065
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847434
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.061217
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294842
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554011
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8365
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.181928
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.585675
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.03879
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.550835
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.134004
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.804109
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.58203
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.48816
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.54008
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.36703
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.56147
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.286954
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.463589
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.653307
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.857055
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071596
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307034
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567276
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850984
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.200936
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.606947
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.062754
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.578028
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.16512
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.840054
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.62401
Ã(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.50857
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.60292
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.50305
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.7625
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.295019
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.472241
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.66261
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.866762
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082068
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31931
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580632
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865569
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.219921
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.628203
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.086705
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.605221
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.196248
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.876033
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.66606
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.53537
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.67542
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.6393
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.96448
(334.40, 7.01, 313.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.303137
