¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(336.12, 7.49, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689564
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43941
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22388
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31435
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58854
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09701
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67484
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42742
š(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10807
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461327
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608126
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.872592
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125456
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398784
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695112
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.017657
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.389124
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.765308
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.178252
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.677808
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22718
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85339
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59342
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45946
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22724
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3182
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5931
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10241
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62586
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39292
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82664
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417459
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587787
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878766
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132177
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406059
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703011
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02602
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.394298
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.78146
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.196015
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.685811
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24881
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86606
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62002
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47935
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23063
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32215
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59776
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10799
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64149
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29699
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66886
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374826
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567296
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880961
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138934
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413372
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.710953
•(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.034672
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.398519
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.797735
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.213921
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.693747
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27012
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87861
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63442
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49908
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23407
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32618
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60244
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11358
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67844
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15049
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51495
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3334
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546661
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.85996
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145726
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420727
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71894
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.043375
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.402711
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814066
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.231967
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.701615
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27898
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89253
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64869
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51864
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23758
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33023
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60723
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1193
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71622
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00859
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35209
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293148
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525892
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.837064
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149079
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428116
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.726966
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.05212
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.407154
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.818663
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.250154
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.713008
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28776
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91725
°(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66283
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29525
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24114
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33437
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61212
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12506
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75483
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88827
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16378
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254049
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504992
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81403
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151418
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435545
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735034
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.060913
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.416773
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.823222
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.268477
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733272
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29646
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9421
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67684
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29838
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24474
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33857
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61702
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13097
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74338
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77101
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98022
(336.12, 7.50, 351.25) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 24.9038
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216067
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483971
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79087
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.129385
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440072
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.743142
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.069751
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.42644
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.827751
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.284411
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.753692
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30507
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96074
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69071
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30157
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24839
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34279
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62204
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13692
²(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64025
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65673
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80133
(336.12, 7.50, 351.25) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 24.70399
(336.12, 7.50, 351.25) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 24.84586
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185222
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462833
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767592
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10363
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.442584
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.751289
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.078632
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.436155
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.832243
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.289395
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.774266
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31361
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97042
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70445
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3048
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2521
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34712
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62711
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14295
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52831
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54229
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66361
(336.12, 7.50, 351.25) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 24.511
(336.12, 7.50, 351.25) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 24.66087
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.165842
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.441585
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7442
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077756
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44508
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.756938
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.087555
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.445919
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.838894
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.29434
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.794991
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32206
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71804
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30806
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25587
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35152
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63222
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14909
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38945
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41883
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53321
º(336.12, 7.50, 351.25) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 24.32605
(336.12, 7.50, 351.25) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 24.48208
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146362
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420237
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720701
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.051775
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418324
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75964
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.096517
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.455729
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.849672
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.299243
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.808983
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34063
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98949
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73886
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31138
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25966
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35594
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63744
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15531
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25217
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29852
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3993
(336.12, 7.50, 351.25) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 24.15563
(336.12, 7.50, 351.25) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 24.30932
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126791
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398791
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697107
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025701
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389363
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.762328
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.103218
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.465581
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.8605
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.304107
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.814408
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36403
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99888
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75101
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31476
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26355
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3604
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64273
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15212
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11818
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18125
