¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú (403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.224211
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.764324
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.751376
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.73948
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.728629
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.718813
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.710028
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.495435
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.847367
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.539733
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.535648
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.532692
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.530862
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.530156
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.530575
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.532117
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.534787
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.538583
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634949
€!(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878648
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143056
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424285
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721328
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051889
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.898005
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.876221
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.855595
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.836108
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.817748
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.800497
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.784343
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.769274
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.75528
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.742346
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.730465
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.719625
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.709822
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.701045
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.519405
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.738752
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.478305
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.474231
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.471276
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.469439
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.468717
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.46911
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.470618
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.473242
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.476984
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633425
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877995
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14237
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423039
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720011
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048448
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.889831
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.86807
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.847466
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.828001
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.809661
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.792429
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.776293
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.761241
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.74726
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.734339
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.722471
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.711643
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.701849
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.693082
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.543359
!(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.645176
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.418964
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.414902
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.41195
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.410107
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.409368
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.409737
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.411212
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.413794
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.417485
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632812
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877295
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141607
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421807
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718653
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04493
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.882696
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.860958
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.840374
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.820927
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.802603
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.785388
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.769269
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.75423
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.740263
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.727354
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.715497
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.704679
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.694893
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.686133
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.567289
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.615896
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.361647
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.357595
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.354645
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.352795
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.352042
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.352387
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.353831
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.356372
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.360014
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632092
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876535
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140789
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420566
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717287
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.899489
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.876598
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.854876
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.83431
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.814878
!(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.796571
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.77937
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.763262
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.748236
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.734279
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.721381
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.709533
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.698724
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.688947
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.686506
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.591191
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.587964
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.306287
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.302246
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.299298
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.297442
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.296677
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.296999
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.298412
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.300915
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.30451
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631321
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875708
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139918
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419277
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715898
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.894407
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.87153
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.849824
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.829271
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.809854
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.791558
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.774368
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.758272
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.743256
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.729309
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.716419
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.704578
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.693777
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.684004
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.704992
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.568501
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.561359
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.263844
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.259515
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.256272
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.254114
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.25304
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.25305
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.25414
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.256317
ˆ!(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.259577
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630507
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874826
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138974
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418001
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714523
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.890353
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.867489
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.845795
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.825253
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.805847
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.787561
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.770381
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.754292
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.739285
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.725344
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.712462
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.700627
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.689831
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.680065
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.723433
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.543182
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.536059
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.224672
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.220354
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.217117
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.214959
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.213879
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.213875
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.214949
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.217101
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.220332
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629669
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873957
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137977
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41672
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713108
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.887326
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.864471
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.842787
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.822253
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.802855
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.784576
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.767403
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.751322
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.73632
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.722386
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.709508
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.697678
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.686886
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.677122
„!(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.741825
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.51915
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.512043
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.186985
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.182677
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.179446
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.177287
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.176201
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.176187
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.177243
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.179371
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.182575
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628762
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872977
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13693
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415414
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711666
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.885325
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.862477
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.840798
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.820269
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.800877
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.782604
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.765435
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.749357
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.73436
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.720428
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.707554
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.695727
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.684938
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.675177
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 6.760163
(403.35, 14.87, 307.04) (426.17, 13.80, 303.46) (8.74, 12.64, 16.17) Truck 7.541188
