¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042607
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864222
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977298
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45273
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03887
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48111
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96213
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.3648
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.38073
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.5438
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305587
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524485
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857562
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240667
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670301
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246848
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551396
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880633
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237684
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471796
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570398
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67253
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77834
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888016
•(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00164
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33471
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94696
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38151
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85387
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.42845
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.42427
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.5881
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305062
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524728
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869629
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254188
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675238
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381398
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696667
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037936
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39882
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49455
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593693
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696417
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802794
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913063
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02737
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21933
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85735
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28456
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74854
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.49555
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.47895
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.63547
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304558
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535232
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881288
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267239
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665109
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520536
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847081
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201097
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422163
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518475
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618185
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721519
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828534
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939455
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05442
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17359
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77003
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19004
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65343
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16985
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.54954
‘(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.68593
(383.06, 6.97, 351.92) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 24.56826
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304024
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545353
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892599
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275538
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654649
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66452
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002963
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35318
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446739
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543595
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64393
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747864
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855545
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967136
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0828
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20276
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68492
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09802
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5681
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08333
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.62369
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.73952
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.15899
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303503
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555158
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903501
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265864
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643929
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813542
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16458
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378305
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47245
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56992
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670896
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775499
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883853
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996171
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11258
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23327
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60191
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00838
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48489
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99915
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.70146
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.79629
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.16014
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30299
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564549
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913959
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255927
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632881
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96788
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313124
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404606
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499365
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597488
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699123
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804387
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913509
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02654
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14377
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26528
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52104
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93312
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40377
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91722
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38474
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.85628
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.16376
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302476
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573634
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906207
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245693
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621525
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127801
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339953
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432076
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527479
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626263
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728599
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83462
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944462
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05832
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17633
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29872
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42567
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86055
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3247
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83215
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29856
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.91952
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.16987
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301932
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582334
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896711
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235238
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609884
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27839
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367964
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460745
‰(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55678
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656333
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759375
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866158
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976791
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09148
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21035
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33365
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46645
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78974
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2476
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74785
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21476
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.98607
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.17846
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301435
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580544
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886969
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224494
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597939
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306872
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397157
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49061
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587389
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68762
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791453
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899016
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01049
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12606
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2594
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41409
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50482
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72066
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17244
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66577
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13328
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61983
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.23391
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301597
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571495
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87704
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213477
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58575
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336587
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427517
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521703
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619214
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720225
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824864
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933267
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04667
ˆ(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19209
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34336
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4556
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54479
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65327
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09913
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5858
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05407
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53407
(383.06, 6.97, 351.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.30855
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302064
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562226
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866841
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202199
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573258
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367455
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459131
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554048
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652299
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75413
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859585
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985561
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12787
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27588
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40953
