¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô (437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993232
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310926
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640387
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995512
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44448
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03581
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88385
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20092
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36845
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9242
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6301
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78662
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.13596
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200727
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406961
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636836
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886084
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155886
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44886
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768058
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11708
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500265
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922846
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305554
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634624
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01657
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47089
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05594
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91178
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26621
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43329
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03641
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82039
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8219
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.71406
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202127
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408464
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639162
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8886
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158634
­(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451812
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771277
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120637
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504189
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927183
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300694
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629396
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04115
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49995
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07606
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95286
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32142
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49865
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14108
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01199
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.96225
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.14632
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203543
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410278
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641521
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891132
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161364
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454846
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774536
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124179
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508132
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931511
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296308
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646972
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06629
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5333
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09956
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99353
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36298
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56461
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2402
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20547
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.26058
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.03231
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20505
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412432
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643865
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893686
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164107
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457816
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777795
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127781
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512053
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935889
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292379
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67044
³(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09193
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56719
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13726
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03375
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40423
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63925
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36367
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40257
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.56676
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206529
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414624
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646201
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896229
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166857
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460788
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781088
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131367
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516005
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940247
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306079
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694391
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11811
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60157
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17554
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07347
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44517
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72949
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50147
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60354
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.88103
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208082
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416816
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648565
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898773
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169648
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463804
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784368
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134939
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519964
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944598
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328543
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718838
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14478
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63649
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21444
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11271
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4857
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82024
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64132
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80833
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.25507
°(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209654
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419009
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650928
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901309
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172407
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466834
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78766
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138528
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523928
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948976
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.788833
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743728
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17198
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67191
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25393
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15145
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52586
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91142
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7832
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0469
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.62391
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211281
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421185
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6533
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903877
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175175
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469832
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790929
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142149
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527861
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953381
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.766667
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76909
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19972
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70786
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29401
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18968
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56568
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0031
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92718
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.25157
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.23219
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21291
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423409
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655656
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906439
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177959
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472864
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794238
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145796
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531885
É(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95778
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.745529
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.867203
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22796
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74435
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33472
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22736
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60504
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14492
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07326
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.35176
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.877588
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.005909
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.856942
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.790862
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.890586
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214605
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425602
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658072
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908999
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180737
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475894
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797529
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149394
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53587
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962169
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.725408
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.846462
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25677
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78136
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.376
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26444
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64401
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30162
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22177
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.45591
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.48281
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.972442
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.817947
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.758179
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.867641
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216321
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427821
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66043
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911579
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183535
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478926
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800847
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153027
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539824
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966602
ä(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.706293
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.82676
(437.51, 13.82, 288.80) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.951964
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81893
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41573
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30098
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68253
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46025
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39557
(437.51, 13.82, 288.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59284
