¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(380.80, 14.22, 267.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.36102
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616106
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053502
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530938
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0631
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65991
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35303
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.3889
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.36702
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.34691
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.32856
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.31195
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.29708
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.28393
¬(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.27249
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.26275
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.2547
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.34664
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.450101
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625525
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.81351
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015424
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232831
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470219
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731551
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015972
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842946
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208287
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610722
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042971
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519251
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05003
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64519
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3377
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.37607
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.35421
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.33413
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.3158
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.29921
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.28436
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.27122
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.2598
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.25007
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.24204
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.30225
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.446197
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621346
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809029
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010607
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227659
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46583
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726784
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010777
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83858
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203518
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603952
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032598
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507706
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03714
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63069
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32831
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.36497
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.34313
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.32306
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.30476
¦(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.28819
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.27335
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.26023
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.24881
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.2391
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.23107
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.25854
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.44235
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617229
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804615
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005862
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222845
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461504
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722084
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005655
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.315342
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19879
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594704
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022373
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496389
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02448
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61926
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31912
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.35558
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.33376
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.31371
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.29542
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.27887
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.26404
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.25093
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.23953
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.22982
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.2218
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.2155
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438562
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.613177
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80027
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001192
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218105
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457236
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717451
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000605
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.310052
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194157
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585596
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012356
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485198
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01202
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61133
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31012
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.3479
¨(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.3261
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.30607
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.28779
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.27124
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.25643
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.24333
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.23193
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.22223
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.21422
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.17312
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.434834
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609187
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795992
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996594
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213439
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453031
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712882
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995626
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304806
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.643098
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576687
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002452
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47426
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999785
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60358
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30124
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.34193
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.32014
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.30012
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.28185
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.26531
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.25051
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.23741
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.22603
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.21633
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.20833
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.13141
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.431164
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605262
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791783
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992116
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209611
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448885
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70838
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.990722
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299639
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.637425
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567881
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992751
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463445
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987749
œ(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59593
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29257
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.33765
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.31587
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.29586
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.2776
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.26107
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.24627
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.23318
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.2218
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.21211
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.20411
(381.30, 14.12, 264.57) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.09035
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.427554
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6014
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787643
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987927
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205839
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444803
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703947
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985889
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294552
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631839
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003081
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983217
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452867
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975914
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58845
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28408
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07589
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93672
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88315
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 13.9605
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 13.94413
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 13.92987
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 13.91771
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 13.90765
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 13.89968
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 13.89379
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 13.88998
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.424006
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.597605
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783574
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983811
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202126
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440783
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699581
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.981134
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289548
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626346
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.997022
›(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973846
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442439
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968575
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58115
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27574
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0589
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91788
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8614
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 14.18799
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 14.17138
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 14.15693
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 14.14462
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 14.13444
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 14.12638
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 14.12044
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 14.1166
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.420517
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.593873
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.779574
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979764
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198468
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436824
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695284
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976665
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284625
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.620941
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991063
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.390983
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43224
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962233
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57399
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26763
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04222
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89947
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8402
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 14.42519
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 14.40836
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 14.39371
(381.30, 14.12, 264.57) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 14.38124
