¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.41461
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65268
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.83214
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.80612
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.78341
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.76398
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.74784
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.73496
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.066003
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.223235
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.39137
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.571548
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765077
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392194
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626371
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879447
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153718
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451887
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777263
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133598
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525475
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958433
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439198
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976085
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56561
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22022
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96324
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79465
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68847
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71897
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88539
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27167
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67976
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.1981
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.17137
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.148
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.12799
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.1113
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.09793
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.068219
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.225601
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393902
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574263
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.767994
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39479
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629213
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882473
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157008
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45549
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781176
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137892
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530204
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963678
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445057
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982645
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56927
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22436
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96798
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79042
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68422
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77498
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80247
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17359
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70826
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54187
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.55248
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.52842
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.50777
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.49052
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.47663
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.070507
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.228044
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.396514
þ(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.577066
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771008
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397542
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632133
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885654
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160456
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459295
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785292
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142395
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535198
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969213
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451197
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9895
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57337
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22902
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97328
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78772
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73334
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79815
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72154
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12212
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7382
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58064
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.95042
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.92563
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.90431
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.88644
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.87201
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.072866
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.230563
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.39921
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.579956
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774116
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40042
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635248
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888995
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164079
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463223
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78963
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147139
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540436
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974976
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457618
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995514
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57787
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23414
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97905
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83117
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78349
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80364
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69204
‰(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15066
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76966
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.2494
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.22836
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.21082
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.19678
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.1862
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.17909
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.075298
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.23316
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.401989
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.582937
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.777318
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403424
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638483
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892529
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167904
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467375
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794133
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152086
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545897
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981009
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464359
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999882
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58282
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23965
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99593
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87552
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8348
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81041
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69965
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17759
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80259
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.06079
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.04001
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.0227
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.00884
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.99843
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.99147
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.077802
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.235834
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.40485
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.586004
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780616
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406546
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641857
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896183
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171852
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471669
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79887
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157265
–(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551588
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987315
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471374
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00463
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58813
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2542
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01351
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92086
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8872
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81839
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70864
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29884
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83701
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.87862
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.85807
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.84098
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.82731
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.81707
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.81024
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.080376
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.238584
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.407792
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.589159
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784009
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409805
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645373
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899968
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175971
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476173
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80376
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16265
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557509
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993898
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478661
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00973
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6007
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27007
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03338
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95226
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94073
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82771
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7191
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87572
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87294
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.70266
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.68235
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.66546
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.65198
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.64189
(331.49, 7.69, 367.61) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.63518
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.083662
‚(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.24141
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.410816
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.592403
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194401
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413195
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648996
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903934
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180273
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480815
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808863
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168246
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563673
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000719
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486294
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02058
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61511
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28642
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05715
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97981
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99544
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83821
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70259
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4876
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91038
(331.49, 7.69, 367.61) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.01807
(331.49, 7.69, 367.61) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.98798
(331.49, 7.69, 367.61) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.96139
(331.49, 7.69, 367.61) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.93828
(331.49, 7.69, 367.61) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.91864
