¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16873
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97177
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5915
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1978
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80894
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.679213
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.795324
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.919637
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.042905
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.159863
Û(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.283182
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.413369
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550983
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.696648
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076694
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205287
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3404
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520388
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759462
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017886
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297948
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487001
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671774
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020297
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385121
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674852
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986728
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71064
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5966
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4274
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18777
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6063
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04967
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51869
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11991
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76049
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.686288
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.802789
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.926033
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.05403
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.171556
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.295488
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.426334
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564663
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711102
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065042
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193094
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327682
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495888
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733116
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989391
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26467
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437311
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619519
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893747
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346237
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642278
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95173
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71705
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60505
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57554
Ô(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26074
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68316
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13071
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47719
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04536
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68678
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.693559
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.810459
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.934086
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.06548
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.183591
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.308155
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.439683
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.578749
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932391
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05391
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181491
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315527
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471978
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707369
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961596
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218701
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389067
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568789
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771552
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209566
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610838
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91795
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37478
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61391
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7282
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33664
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76305
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13618
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45224
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97412
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61045
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.701024
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.818336
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.942408
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.076713
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.195972
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.321186
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.453418
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.593246
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922279
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043355
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17046
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303943
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44864
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682197
è(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934427
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174008
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342137
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519499
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706809
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077838
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553265
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885365
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01904
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62313
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88555
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41546
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84559
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13319
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43341
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94681
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53762
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.708686
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.82642
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.95095
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.084097
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.208701
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.334586
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467543
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79761
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91269
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033335
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159986
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293018
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432867
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657671
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907939
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130618
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296566
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471615
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656433
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950818
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410767
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853971
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686787
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63277
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04771
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49727
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84508
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13264
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43287
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92593
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47587
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.716544
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.834713
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.959712
ì(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.092128
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.221779
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.348357
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684094
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788877
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903605
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02385
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150079
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282618
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422009
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633704
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882084
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08839
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252304
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425125
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607545
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828276
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273563
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773962
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375916
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64276
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16702
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57127
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84697
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13461
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43492
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9078
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45664
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.724599
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.843214
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.968698
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.101639
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.235212
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.362501
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.682571
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.784016
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.895016
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014911
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140677
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272828
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411752
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610303
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856869
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047408
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209337
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379981
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560079
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750382
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141364
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625261
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116604
å(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65315
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25071
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5754
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85128
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13906
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43951
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89244
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44031
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.732853
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.851925
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.977906
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.111385
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.249001
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584464
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.681544
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782938
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888927
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006494
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131902
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2636
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402104
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5875
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832281
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007593
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167591
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336147
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514047
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701911
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013927
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482225
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010012
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22138
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31712
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58188
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85798
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14601
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44673
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87975
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4269
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.741304
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.860847
