¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ (416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.93478
š (416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.807521
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.760327
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.739532
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.719996
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.716816
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.73482
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.754069
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.787626
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.847903
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.91031
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.007668
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.132376
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.323768
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.798623
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83375
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48174
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18775
(416.67, 13.20, 329.39) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.75251
(416.67, 13.20, 329.39) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.76571
(416.67, 13.20, 329.39) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.7816
(416.67, 13.20, 329.39) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.80016
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.54972
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.57738
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.6082
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.64219
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.67939
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.35149
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.35647
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.362406
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.425573
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.948317
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.87965
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.823295
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.802373
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.782724
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.773486
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.791922
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.811615
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.839993
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.901217
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.964602
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.05603
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.182361
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.361941
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.759426
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66651
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29835
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99377
(416.67, 13.20, 329.39) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.89765
(416.67, 13.20, 329.39) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.89452
(416.67, 13.20, 329.39) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 18.4229
¦ (416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.74778
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.77295
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.80128
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.83281
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.86755
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.90553
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.411372
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.416709
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.423016
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.430296
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.024154
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.954453
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.88846
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.867411
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.847642
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.832054
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.850942
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.871099
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.894059
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.956267
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.02067
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.105915
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.233929
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.401253
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.720201
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50442
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12076
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79835
(416.67, 13.20, 329.39) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.82933
(416.67, 13.20, 329.39) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.82617
(416.67, 13.20, 329.39) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.82567
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.97839
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.00423
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.03327
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.06554
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.10107
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.13987
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.473236
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.478953
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.485645
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.493324
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.102814
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.032036
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.96366
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.93472
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.91483
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.896214
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.911938
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.93258
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.954519
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.013107
¤ (416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.07857
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.157361
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.287124
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.441724
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.716758
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54217
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94878
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60936
(416.67, 13.20, 329.39) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 18.10455
(416.67, 13.20, 329.39) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.7613
(416.67, 13.20, 329.39) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 18.20133
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.21737
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.24391
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.2737
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.30675
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.3431
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.38276
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.537156
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.543267
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.550368
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.558465
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.706563
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.112509
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.043046
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.004377
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.984362
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.965631
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.974976
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.996123
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.018583
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.071789
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.138355
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.210409
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.341987
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.483378
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.76125
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58897
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79951
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42651
(416.67, 13.20, 329.39) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 17.38614
(416.67, 13.20, 329.39) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 17.38286
(416.67, 13.20, 329.39) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 17.38218
(416.67, 13.20, 329.39) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 17.38409
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.49236
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.51472
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.51375
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.51599
(416.67, 13.20, 329.39) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.54831
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.603207
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.609734
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.617264
‰ (416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.6258
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.683042
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.195985
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.125386
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.076468
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.056324
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.037477
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.04012
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.061795
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.084798
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.132363
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.200077
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.270174
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.398563
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.537703
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.807048
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63785
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84999
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24946
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3079
(416.67, 13.20, 329.39) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 17.32331
(416.67, 13.20, 329.39) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 17.32564
(416.67, 13.20, 329.39) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 17.3454
(416.67, 13.20, 329.39) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 17.3678
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.671469
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.678433
(416.67, 13.20, 329.39) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.686413
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.554686
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.391324
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.282588
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.2108
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.151075
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.1308
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.111833
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.107435
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.129664
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.153234
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.194888
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.263798
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.335132
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.456895
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.5981
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.854172
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6888
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9026
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12537
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91156
(416.67, 13.20, 329.39) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 17.51998
(416.67, 13.20, 329.39) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 17.5377
(416.67, 13.20, 329.39) (402.52, 10.19, 296.46) (0.84, 0.87, 0.84) Tools 22.73525
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404676
ş(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787682
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208675
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.680479
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.503194
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.37245
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.29942
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.22887
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.207886
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.188794
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.176997
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.199803
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.223967
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.259423
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.329577
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.4022
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.517035
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.660385
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.902653
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74187
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95743
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18201
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51906
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380005
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760574
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178817
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.870037
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.619859
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.465714
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.391381
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.319575
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.287679
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.268459
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.250559
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.272293
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.297076
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.326033
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.397485
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.471449
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.579033
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.724614
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.95252
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80192
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02277
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25299
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62126
(416.67, 13.20, 329.39) (403.02, 10.55, 298.23) (1.19, 1.67, 1.17) Tools 21.1407
(416.67, 13.20, 329.39) (403.02, 10.55, 298.23) (1.19, 1.67, 1.17) Tools 21.15872
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355164
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733311
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148761
(416.67, 13.20, 329.39) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 9.070999
