¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë (336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.841624
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.876
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44127
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49961
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56072
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62462
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69141
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76114
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83387
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90967
‚(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98858
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0707
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15608
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24482
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33697
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888715
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165731
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467062
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787838
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131975
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524765
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994758
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372981
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718603
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09227
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49265
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19194
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26392
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08261
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85524
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.025
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20117
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50759
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05768
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35471
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41443
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.477
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54238
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61065
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68186
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75612
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83345
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91392
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99763
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08463
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17501
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884948
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161615
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462602
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781017
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124552
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51233
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980906
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339314
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682295
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.053
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45237
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17987
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24385
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02221
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76504
…(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93243
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10605
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28622
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68094
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2146
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27307
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33431
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39833
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46524
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53499
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60779
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6836
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76252
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84457
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92992
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01856
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881067
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157384
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457958
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774105
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116958
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499629
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966681
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306156
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646568
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01435
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41275
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20563
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2243
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96218
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67767
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8427
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01391
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19156
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37591
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86092
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13644
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19639
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25912
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32467
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39309
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46449
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53881
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6162
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69675
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78048
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86752
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877022
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152988
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453187
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767081
ƒ(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109283
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486669
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952237
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273511
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611382
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97635
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37171
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26813
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20537
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90254
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59298
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75578
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92467
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09988
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28167
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49592
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00432
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06308
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12458
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18884
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25596
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32597
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3989
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47489
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55396
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63619
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72165
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872833
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148465
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447114
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75994
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10146
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475789
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929989
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241401
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576767
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938946
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33481
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33006
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18703
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84323
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51092
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67161
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83826
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0111
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19047
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3767
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67472
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93422
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9945
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05756
…(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12342
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19213
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26375
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33834
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41599
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49678
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58072
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868567
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143785
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440463
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752709
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093533
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467076
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900558
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209786
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.542718
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903836
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30162
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39138
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1692
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78434
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43149
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59011
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75457
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92518
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10221
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28594
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47671
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80962
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86882
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93069
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99533
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06279
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13314
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20643
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28665
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37436
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46539
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864139
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13903
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433748
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745358
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085498
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458246
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871644
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178681
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509258
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87379
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26902
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45205
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.152
‡(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72582
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35456
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51118
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67359
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84202
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01679
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19816
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38646
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58205
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74729
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80803
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87423
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94839
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02555
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10578
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18914
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27574
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36561
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859611
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134076
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426891
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737901
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077371
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449314
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843143
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148129
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481903
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844232
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29274
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51199
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13531
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66768
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2801
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43482
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59519
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76157
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93414
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11325
(337.06, 7.07, 311.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29919
