¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(323.94, 7.70, 372.33) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 13.32591
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95759
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97162
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16026
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5727
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27837
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37878
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96512
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.885406
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074644
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277448
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495255
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729736
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982931
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256989
ü(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554614
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878936
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233679
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623161
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052747
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528912
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05948
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65434
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32576
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08942
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96559
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98093
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17125
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58585
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29436
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3987
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9936
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.511031
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076398
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279325
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497263
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731904
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985251
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259531
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557367
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88194
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236937
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62677
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056761
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533333
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06443
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65991
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33207
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09662
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97389
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99059
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18265
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59949
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31099
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41939
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03211
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512605
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689989
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281217
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49931
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734163
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987675
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262113
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560223
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885053
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240352
ğ(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63052
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060881
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537924
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06958
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66568
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33861
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10408
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98248
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00061
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19447
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61363
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32822
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44082
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07187
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514231
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.691729
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881941
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501469
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73645
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990149
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264851
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563172
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888294
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243866
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634395
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065191
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.542694
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07487
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67165
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34537
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11181
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99139
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01098
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20671
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62828
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34607
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46309
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11293
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.515913
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693529
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883871
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08832
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738821
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992737
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267641
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566202
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891589
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247514
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63839
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069603
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54759
á(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08039
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67783
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35236
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1198
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0006
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02171
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21935
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64344
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36455
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48608
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15525
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.517648
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.695386
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885863
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090463
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31022
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995401
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270522
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569363
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895026
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251255
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642529
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074142
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552693
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08605
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68421
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35959
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12805
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0101
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0328
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23245
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6591
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38364
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50988
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19618
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.519438
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697301
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887917
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092669
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310848
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55066
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273488
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572589
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898545
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255132
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646788
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078876
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55789
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09191
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69079
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36704
Ò(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13655
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01993
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04424
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24593
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67527
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40336
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53443
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22763
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.89609
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.52128
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699272
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890031
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.094943
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31154
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.551407
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.811284
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575913
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902183
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25913
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651155
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083723
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563308
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09795
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69756
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37472
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14532
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03005
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05603
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25986
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69195
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4237
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55978
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2601
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.93912
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523177
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.701303
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892207
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097284
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312297
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552227
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812173
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095137
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905967
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263227
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655663
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088707
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568855
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10417
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70455
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38264
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15438
Æ(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04047
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06816
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27421
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70913
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44467
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58593
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.79437
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.98363
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525126
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.703388
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894446
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097677
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313118
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.553114
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813136
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097849
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404397
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267471
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660353
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093854
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574569
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1105
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71172
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39078
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16367
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05119
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08068
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28897
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72682
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46626
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61286
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.01665
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.527128
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705532
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.896745
