¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í (381.76, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.096532
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12305
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8522
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69643
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68513
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58511
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41525
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.391
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.59147
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.731603
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.881309
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.041574
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.213526
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.398456
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.597855
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.813448
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.047253
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.301631
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.579375
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.883807
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.218908
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.589493
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.973824
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00349
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554476
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20001
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94087
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80599
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8068
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67911
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60124
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49479
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.602742
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.743627
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.89416
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.05534
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.228306
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.414364
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.615022
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.832028
Ô (381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.067424
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.323606
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.603404
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.910187
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.248
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.621734
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.017812
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056499
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623192
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27847
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03134
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91867
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93133
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77564
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74572
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60113
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.614141
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.755787
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.90716
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.069269
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.243264
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.430466
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.632402
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.850845
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.087858
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.345875
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.62776
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.936938
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.277511
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.654456
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.062718
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111234
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693108
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3585
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12371
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03013
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05881
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88898
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89338
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76241
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.625667
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.768086
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.920312
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.083362
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.2584
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.446764
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.65
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.8699
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.108558
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.368438
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.652449
ß (381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.964063
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.307449
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.687661
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.108562
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175254
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764393
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44006
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21798
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14415
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18931
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06421
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04545
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93299
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.637319
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.780522
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.933611
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.097615
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.273713
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.463258
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.667812
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.889193
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.129524
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.391299
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.67747
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.991563
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.337814
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.721356
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.148491
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241899
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836972
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52323
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31467
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26083
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3229
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24485
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2021
(381.75, 10.80, 326.15) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.78267
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.649097
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.793096
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.94706
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.112033
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.289205
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.479947
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.68584
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.908726
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.150753
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.414455
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.702825
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.019441
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.368606
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.755544
Û (381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.186663
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309778
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91091
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60802
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42268
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38019
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43441
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43111
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36351
(381.75, 10.80, 326.15) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.74152
(381.75, 10.80, 326.15) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.71238
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.661002
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.805806
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.960658
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.126613
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.304876
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.496832
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.704085
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.928499
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.172252
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.437912
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.728516
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.047699
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.399833
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.790228
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.225409
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378876
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986183
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69448
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53304
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50237
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57373
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62324
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52981
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.673033
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.818652
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.974405
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.141356
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.320724
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.513914
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.722548
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.948513
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.194017
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.461667
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.754546
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.076342
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.431497
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.825415
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.264736
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449276
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06284
Â (381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78263
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64583
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62739
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74375
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82149
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78522
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.685188
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.831635
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.988299
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.156262
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.336751
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.531191
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.741226
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.968764
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.216052
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.485724
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.780914
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.105367
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.463599
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.861106
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305475
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520941
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14318
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87251
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76104
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75534
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90454
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99779
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15728
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.697469
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.844754
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.002343
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.171328
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.352956
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.548666
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.760121
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.98926
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.238355
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.510083
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.807623
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.134779
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.496142
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.897305
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.365225
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593978
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22623
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96704
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87878
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88635
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06975
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16009
Ò (381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.709875
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.858008
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.016535
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.186558
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.369339
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.566336
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.779234
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.009997
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.260928
