¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¬(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.267622
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04524
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79795
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.12986
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.329591
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.503875
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.691788
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.893925
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111936
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.347678
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603347
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881749
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188138
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52423
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.891375
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313786
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.779476
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.299401
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.912253
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61412
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42098
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38288
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5267
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01884
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.92269
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.57725
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.70126
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.319346
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.493258
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680387
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881652
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098688
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333337
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587774
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864751
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169537
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503689
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.868719
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.288122
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.75048
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265723
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873735
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57248
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37176
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32494
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45471
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92439
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80171
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.39018
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.27811
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.309196
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.482725
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.669077
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.869478
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08555
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319118
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.572335
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847899
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151096
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.48334
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846281
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262667
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721785
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.232356
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.83549
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53124
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.323
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26758
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38349
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83101
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68228
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.17945
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.88008
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.299245
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.472274
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.657859
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.857404
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.072522
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305021
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557031
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.831191
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132819
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.463185
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.824062
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.237425
—(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693393
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.199294
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.797515
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49042
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2747
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2108
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31304
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7387
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56439
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95202
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.51417
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.289566
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.461909
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.646733
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845432
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059606
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.291046
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541863
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.814629
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.114707
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443223
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80206
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.212392
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665306
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.166539
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.759816
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22736
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1546
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24334
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6472
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44803
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.7289
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20665
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.279965
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.45163
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6357
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.833563
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.046801
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.277194
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526833
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798211
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096754
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423453
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780279
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187572
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637519
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.134091
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.722394
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40999
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18069
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09898
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17441
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55531
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33319
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.52127
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.86171
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.270445
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.441436
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.624761
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821795
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03411
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263468
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511941
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781996
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078969
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403879
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758718
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.162968
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610035
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.101954
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.685252
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37039
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13448
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04394
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10729
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46446
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21812
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.37773
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.56173
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.261004
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.431329
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.613917
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810132
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021533
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.249866
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497189
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765941
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06135
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.3845
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737379
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138579
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.582856
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.070127
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.648394
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33121
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08875
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98947
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.043
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37464
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1035
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.23672
¡(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.30259
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.251644
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.42131
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.603169
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798572
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009069
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236391
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482576
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.750041
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043898
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.365316
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.716259
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.114407
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.555981
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.038609
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.611817
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29243
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04349
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93559
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97947
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28585
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99038
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.09821
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.04428
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.97276
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.242365
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.41138
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.592518
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787117
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996721
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223043
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468102
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734299
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026612
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346329
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695361
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.090449
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.529407
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.007404
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.57553
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25406
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99869
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88227
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91669
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19808
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87874
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.96214
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.64921
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.57284
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.233168
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.401539
¡(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.581963
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775768
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984489
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209823
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45377
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718713
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009493
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.327538
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.674686
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.066711
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503136
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.976509
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.539533
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21609
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95436
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82954
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85466
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11133
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76857
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82848
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.42793
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.18448
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.224054
(376.52, 14.33, 300.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.391786
