¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89517
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.725878
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.278327
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.93286
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61381
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26026
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42625
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.59289
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36866
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.06394
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.83582
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81135
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806757
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229638
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.72072
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.272298
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.923859
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62701
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28476
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48657
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72587
¦(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39573
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15385
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.87519
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85045
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802454
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.224154
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.714538
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265398
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913737
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64053
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30742
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54429
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76718
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45572
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18109
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.91297
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88773
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798388
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21801
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.70761
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.257631
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.9025
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6544
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32823
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59931
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77968
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60787
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20684
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.98248
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93466
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794333
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211211
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.699945
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.249006
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.890163
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65102
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34715
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65153
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79476
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65723
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.24518
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.01789
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96685
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789818
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.203759
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691546
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239525
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.876725
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.636
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36415
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70089
¢(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86541
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68608
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33127
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.05173
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.99732
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784847
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.195783
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.68242
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.229199
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.862209
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61978
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37922
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7473
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93231
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.74583
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.36722
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.08399
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.02619
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779423
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.188106
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.67257
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.218033
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.848865
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60236
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39235
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79068
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99531
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81681
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40024
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.11465
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.05344
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.773544
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179862
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.662006
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.206032
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.835115
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58377
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40351
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55095
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08425
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87306
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4693
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.19035
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.07905
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76722
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.171063
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.650734
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.193249
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.820426
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56401
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41269
¯(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45996
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46826
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89315
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51103
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.24722
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.11219
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76045
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.161708
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63876
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.180511
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.804804
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54311
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41988
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.359
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7896
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95618
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.53264
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.26589
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.13291
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753236
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.151803
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62609
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.167018
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.788262
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52108
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5438
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24798
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05674
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01754
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55647
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.28315
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.15128
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745583
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.141358
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.612735
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.152774
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.770817
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49793
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49601
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12759
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33566
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.05856
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61475
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.29898
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.16805
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737496
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.131122
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598707
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.137144
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.752473
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47369
É(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44579
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99841
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57964
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10839
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.67146
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.32651
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.18323
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728979
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.121675
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584008
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.120481
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733252
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31824
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39348
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9133
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67729
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15662
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.7266
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.356
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.19812
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720036
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.111756
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.56865
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.103077
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.713161
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29443
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33875
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86523
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70146
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19898
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.75846
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.37497
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20288
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.710669
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.101371
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.552641
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.084938
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.692215
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26941
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28194
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79948
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71513
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31066
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.76701
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.38364
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.19798
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700884
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.090523
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.535996
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.066082
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.670434
Õ(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24316
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22303
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72492
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72675
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50648
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78763
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.39095
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.19166
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.27489
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.690687
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.079219
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.51872
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046518
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42506
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21579
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16213
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64794
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74077
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70878
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8072
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.39866
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.18393
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.26312
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.68008
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067463
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.500825
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.026259
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40046
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18309
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09932
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56861
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79774
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.94519
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.82541
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.40518
(380.67, 14.73, 268.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.18997
