¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾ (409.93, 12.57, 332.33) (426.17, 11.69, 304.81) (8.74, 8.42, 13.47) Truck 9.979362
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98303
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32327
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68327
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06137
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45874
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87688
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51079
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23577
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13135
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784279
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137754
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526196
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953342
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450088
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0211
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66727
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38525
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16924
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05238
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92475
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9245
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58657
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26378
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04117
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36207
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72108
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10084
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50009
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92017
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54541
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27305
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06472
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755291
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10592
¸(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491133
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916155
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411942
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978041
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61832
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3339
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12182
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00205
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87836
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87106
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58072
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31762
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10152
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42486
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76335
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14251
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54366
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96587
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58213
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31261
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10299
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726238
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074035
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455993
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882139
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373549
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93476
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56915
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28233
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06863
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94698
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83176
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81743
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63057
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37249
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16411
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48998
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83117
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18873
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58959
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01396
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.621
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35448
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1333
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697074
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042121
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421721
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850212
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334913
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891234
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51969
Õ(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23052
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00918
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89156
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78499
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79114
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68128
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42827
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22896
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55749
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90148
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26202
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64023
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06446
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66204
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38585
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11691
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667885
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010094
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392714
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818088
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296095
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847469
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.18831
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.19262
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.19846
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.20583
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.21474
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.22518
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.23718
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48503
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29614
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62741
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9743
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33797
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71949
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12012
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69441
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37289
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10297
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638668
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981208
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363574
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785782
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25704
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803511
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.19571
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.20006
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.20593
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.21333
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.22227
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.23276
à(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.24479
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5428
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36566
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69976
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04975
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41659
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80157
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15074
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68435
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3621
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09144
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609383
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954639
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334254
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753317
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218194
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759359
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.20453
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.20891
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.21482
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.22226
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.23125
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.24177
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.25385
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58678
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43758
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77463
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12776
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48272
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77712
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08393
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40389
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3536
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08229
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584823
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927915
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304824
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720674
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181872
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715018
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.21476
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.21918
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.22514
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.23263
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.24166
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.25224
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.26437
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 15.38907
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 15.11835
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.85916
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.61086
ş(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.37283
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.14451
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.06218
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.21618
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.49716
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07556
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560344
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901045
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275199
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687939
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145402
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670559
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.22641
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.23089
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.23689
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.24444
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.25352
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.26416
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.27635
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.1387
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.02128
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 13.96601
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 13.93421
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 13.9458
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 13.99028
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.06369
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.2155
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.48077
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75574
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535732
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874073
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245505
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655052
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108844
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625939
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21911
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.24403
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.25009
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.2577
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.26685
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.27755
(412.28, 12.70, 331.85) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.28981
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.1683
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.05045
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 13.98753
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 13.9496
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 13.96125
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 13.99959
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.07311
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.21671
(412.28, 12.70, 331.85) (413.91, 8.59, 303.61) (3.20, 2.45, 2.99) Tools 14.4662
‡ (412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20322
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66401
(412.28, 12.70, 331.85) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.65524
(412.28, 12.70, 331.85) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.61452
(412.28, 12.70, 331.85) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.57746
(412.28, 12.70, 331.85) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.54402
(412.28, 12.70, 331.85) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.51418
(412.28, 12.70, 331.85) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.48792
(412.28, 12.70, 331.85) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.46522
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51103
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846987
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215643
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622053
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072189
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5812
