¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(338.94, 6.97, 314.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865754
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.62904
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.62051
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.61356
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.60822
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.60445
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.60227
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.54912
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121957
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300915
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564822
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808008
·(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068984
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351907
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659632
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995468
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36342
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705738
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099765
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596766
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08011
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50174
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.85101
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.8275
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.80571
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.78561
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.76719
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.75044
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.73533
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.72187
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.71004
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.69982
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.69123
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.68423
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.67885
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.67506
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.67286
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.61935
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13541
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322776
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573734
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815732
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077369
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36102
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66956
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0063
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375299
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734958
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145726
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616353
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10178
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51524
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90529
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.90176
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.87981
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.85957
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.84102
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.82415
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.80894
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.79537
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.78346
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.77317
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.76451
®(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.75747
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.75204
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.74822
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.74601
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.69213
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149069
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344678
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580946
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823529
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085802
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37016
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67952
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017211
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387269
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764657
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192073
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63624
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12377
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52948
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92059
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.97868
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.95658
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.93619
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.91751
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.90051
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.88519
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.87153
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.85953
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.84916
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.84044
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.83335
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.82787
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.82402
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.82179
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.76753
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15485
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362686
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588199
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83136
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094265
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379374
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689537
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028187
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399317
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794874
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213097
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656391
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14606
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54441
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9367
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.05837
¿(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.0361
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.01556
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.99674
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.97961
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.96418
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.95042
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.93832
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.92788
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.91909
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.91194
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.90643
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.90254
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.90029
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.84563
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157211
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369445
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595493
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839229
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102785
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388643
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699615
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03921
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411448
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821204
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231647
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676793
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16869
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56001
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95356
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.1409
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.11846
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.09776
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.07879
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.06154
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.04598
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.03211
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.01993
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.0094
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.00054
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.99333
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.98778
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.98386
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.98159
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.92651
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15957
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376234
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602811
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847157
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111362
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397933
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709757
Ì(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050309
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423624
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834623
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250416
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697542
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19163
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57633
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97118
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.22633
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.20372
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.18286
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.16374
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.14635
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.13067
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.11669
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.10441
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.0938
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.08487
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.0776
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.07201
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.06806
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.06577
(338.29, 7.13, 315.47) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.01027
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162525
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382534
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610178
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855087
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119962
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407265
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719927
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.05412
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.030936
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.009076
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.988524
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.969265
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.951281
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.93456
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.919089
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.904855
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.89185
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.880061
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.869479
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.860098
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.85191
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.844909
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.839087
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.834445
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.830976
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.828677
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.827549
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.767067
º(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.765579
(338.29, 7.13, 315.47) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.76525
(338.29, 7.13, 315.47) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.76608
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166327
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386593
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617555
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863044
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128587
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416665
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730171
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072599
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.077695
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.051954
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.027574
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.00453
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.982807
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.962386
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.943253
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.849043
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.908787
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.893428
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.879302
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.866399
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.85471
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.844223
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.834933
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.82683
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.819912
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.814171
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.79229
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.806204
(338.29, 7.13, 315.47) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.773137
(338.29, 7.13, 315.47) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.802907
(338.29, 7.13, 315.47) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.803007
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17009
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390666
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624986
