¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
•(399.34, 12.28, 329.78) (423.04, 11.69, 306.92) (15.00, 8.42, 9.26) Truck 20.79889
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26144
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79238
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0905
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1314
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42865
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663763
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884051
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120477
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374882
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649323
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946198
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268363
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883726
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505795
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915473
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36368
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2084
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95044
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9657
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27402
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77103
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.06195
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17481
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497608
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728066
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952952
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194568
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454698
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735518
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039603
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369871
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151159
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528872
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940677
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39129
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22734
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94721
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96482
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28874
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74824
¨(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04982
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21484
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567992
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793676
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023372
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270274
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536313
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823789
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13534
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474027
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172734
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552352
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966257
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41936
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22448
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94398
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96299
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.30308
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73021
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03815
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25146
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639888
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860649
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095277
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347651
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619821
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914175
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233442
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742028
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194606
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576157
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992281
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4721
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22161
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94071
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9518
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30237
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70691
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01479
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28464
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705742
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929011
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168701
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426764
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705256
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006714
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334046
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864028
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216784
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600294
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01864
¦(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5254
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21872
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93744
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93675
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28279
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68641
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01527
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31429
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770791
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998765
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243732
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507618
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792715
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101534
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437196
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884775
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239311
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624748
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04541
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57856
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2158
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93415
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92106
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26303
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68808
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01364
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34048
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837132
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06997
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320375
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590336
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882207
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198679
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575283
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905824
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262135
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649616
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07254
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57795
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2129
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93083
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90468
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24301
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68931
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00988
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36308
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879596
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113365
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364706
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635635
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92854
¤(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24605
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587419
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916512
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273312
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661345
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08482
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58241
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2183
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93742
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91249
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24614
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68899
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00916
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42309
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876522
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110056
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361196
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631841
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924434
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241582
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589334
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918613
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275545
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663779
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0875
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.591
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22797
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94839
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92854
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25177
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68711
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00663
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48012
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873491
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106828
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357687
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628056
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920327
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23713
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591418
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920872
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27805
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666457
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09045
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59957
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23764
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95937
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94389
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25678
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68368
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00202
¦(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53374
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870504
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103617
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354235
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624314
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916272
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23375
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5937
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92335
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28071
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669376
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09675
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60813
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24733
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97034
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95856
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2611
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67869
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0139
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5839
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867531
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100397
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35078
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620606
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912241
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235302
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596151
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925958
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283557
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67251
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10438
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61673
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25694
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98131
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97254
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26477
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67216
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04323
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63054
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864566
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097221
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34735
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616936
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908258
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236779
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598801
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928814
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286645
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675861
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11222
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62526
¤(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26659
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99226
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98578
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26775
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67203
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07042
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.642
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861638
(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09409
