°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö (430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.48534
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.746815
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.750702
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.755159
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.760188
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.765793
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.771979
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.77875
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.786112
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.79407
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.965406
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.956449
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.94812
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.940413
û (430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.933321
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.92684
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.785738
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.780646
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.776131
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.772189
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.768816
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.766011
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.763772
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.762097
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.760984
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.760433
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.760444
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.761016
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.76215
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.763846
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.766106
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.768932
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.772326
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.776289
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.780827
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.785941
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.791634
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.797914
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.804783
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.812247
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.820312
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.991975
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.983014
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.974684
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.96698
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.959897
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.953426
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.947566
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.806348
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.801854
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.797937
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.794594
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.791822
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.789619
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.787984
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.786915
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.786412
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.786474
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.787102
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.788295
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.790055
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.792383
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.79528
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.79875
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.802794
ü (430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.807415
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.812617
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.818405
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.824782
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.831752
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.839322
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.847498
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.019472
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.010508
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.002179
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.994479
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.987404
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.980946
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.975102
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.832954
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.828483
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.824593
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.82128
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.818543
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.816378
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.814785
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.813763
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.813311
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.813427
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.814113
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.815368
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.817195
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.819593
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.822566
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.826114
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.830241
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.834951
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.840246
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.84613
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.852608
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.859686
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.867368
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.875659
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.047925
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.038958
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.030631
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.022936
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.015871
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.009427
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.0036
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.860489
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.856043
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.852182
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.848902
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.846201
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.844077
ü (430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.842529
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.841555
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.841156
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.841329
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.842076
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.843396
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.845293
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.847765
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.850816
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.854447
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.858662
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.863463
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.868855
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.87484
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.881425
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.888614
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.896411
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.904824
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.077362
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.068393
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.060069
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.052382
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.045326
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.038897
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.033089
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.888984
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.884564
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.880733
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.877488
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.874825
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.872745
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.871244
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.870322
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.869977
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.87021
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.871021
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.872411
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.87438
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.87693
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.880063
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.883781
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.888087
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.892984
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.898477
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.904568
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.911264
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.918568
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.926486
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.935025
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.107813
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.098844
ú (430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.090523
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.082843
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.075799
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.069387
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.0636
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.918467
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.914075
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.910276
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.907068
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.904446
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.902411
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.90096
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.900091
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.899805
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.900101
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.90098
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.902441
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.904486
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.907117
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.910336
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.914145
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.918546
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.923544
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.929142
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.935344
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.942155
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.94958
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.957625
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.966296
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.139309
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.13034
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.122023
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.114353
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.107322
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.100927
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.095163
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.948967
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.944606
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.940842
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.937672
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.935094
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.933106
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.931707
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.930896
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.930671
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.931033
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.931982
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.933519
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.935645
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.93836
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.941669
ô (430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.945573
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.950074
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.955177
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.960885
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.967202
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.974134
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.981685
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.989862
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.998671
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.171883
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.162914
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.154604
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.146944
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.139929
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.133554
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.127813
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.980519
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.97619
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.972463
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.969334
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.966802
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.964865
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.963521
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.96277
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.962609
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.963041
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.964064
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.96568
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.967889
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.970694
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.974097
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.9781
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.982706
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.987918
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.993741
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.000179
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.007237
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.014921
(430.86, 13.57, 337.96) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.023235
