¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.68541
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.731827
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055236
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264379
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489504
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732426
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995321
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280756
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591657
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.658627
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.636042
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.61472
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.594649
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.575809
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.558189
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.541774
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.52655
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.512507
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.499633
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.487921
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.477357
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.46794
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.459655
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.452499
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.446468
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.441559
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.437764
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.435081
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.433513
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.43305
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.433698
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.435455
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.438326
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056705
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265983
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491194
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734273
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997344
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282936
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.404234
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.381156
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.359318
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.3387
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.319286
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.301063
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.284013
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.268125
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.253387
Ö(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.239788
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.227315
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.215962
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.205716
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.196573
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.188524
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.181565
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.175689
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.170893
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.167172
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.164523
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.162944
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.162436
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.162997
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.164628
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.167328
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058203
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267581
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492937
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736121
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999365
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.170002
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.146448
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.124113
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.10297
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.083008
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.06421
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.046558
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.030043
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.01465
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.000364
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.98718
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.975084
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.964067
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.954121
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.945239
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.937415
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.93064
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.92491
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.920224
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.916574
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.913959
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.91238
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.911832
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.912314
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.913829
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.916379
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05969
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269176
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494636
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738003
ç(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.967328
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.941141
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.916181
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.892424
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.869851
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.848445
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.828188
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.810179
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.794163
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.779232
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.765372
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.752577
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.740833
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.730133
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.72047
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.711833
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.704217
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.697619
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.692031
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.687449
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.683872
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.681294
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.679715
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.679133
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.679549
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.680962
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.683372
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061172
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270775
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496382
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739887
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.998981
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.972676
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.947599
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.923732
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.901055
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.879549
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.859199
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.839985
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.821895
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.804913
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.789026
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.774222
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.760489
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.747818
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.736197
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.725617
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.716073
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.707555
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.700058
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.693574
Ö(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.688101
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.683633
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.680169
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.677704
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.676236
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.675766
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.676292
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062706
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272401
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498126
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741766
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005493
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.074648
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.049202
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.024985
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.001974
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.980152
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.959502
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.940005
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.921649
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.904416
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.888295
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.873273
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.859337
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.846478
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.834685
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.82395
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.814264
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.805619
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.79801
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.79143
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.785875
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.781341
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.777822
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.775319
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.773829
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.77335
(331.23, 7.53, 367.97) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 6.724065
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064198
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274026
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499891
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743656
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00752
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.109227
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.083656
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.059317
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.036192
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.01426
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.993507
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.973914
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.955464
Ü(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.938146
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.921944
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.906847
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.89284
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.879917
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.868064
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.857274
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.847538
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.83885
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.831202
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.824587
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.819003
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.814444
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.810907
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.80839
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.806891
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.806406
(331.23, 7.53, 367.97) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 6.75688
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065705
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275644
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501633
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745582
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009581
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.14522
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.119516
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.095052
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.071807
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.049763
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.028902
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.009207
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.990663
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.973255
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.956968
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.941792
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.927713
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.914721
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.902807
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.89196
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.882173
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.873438
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.865749
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.859099
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.853486
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.848901
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.845345
(331.23, 7.53, 367.97) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.842812
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.841303
(331.23, 7.53, 367.97) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.840814
(331.23, 7.53, 367.97) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 6.791035
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067232
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277293
