¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16547
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.088798
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745496
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034427
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344573
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708345
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15153
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58868
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98349
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41059
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98867
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99655
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16029
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46314
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9474
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31244
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53092
ê(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17316
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684273
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845559
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012344
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189877
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.379195
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581474
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798046
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05587
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.290908
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543312
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815026
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.108302
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.425753
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13023
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447338
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856895
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3144
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77641
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1859
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62957
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52471
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50486
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44381
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80217
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29356
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45454
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57013
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31499
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.698875
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.856453
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023919
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202197
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392332
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595508
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825505
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070814
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.306919
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.560504
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.833533
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.128281
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.468227
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228677
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580234
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01066
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4832
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97181
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39698
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08685
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94877
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63366
ç(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73991
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14975
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65569
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53286
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58064
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46159
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709337
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.86755
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03571
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214747
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405715
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60981
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855468
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.086108
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323305
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.578102
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.852482
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.14874
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.550833
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329941
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725627
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16984
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65826
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1754
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67926
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43912
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06808
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77621
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04934
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46621
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90466
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61353
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59371
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56352
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719985
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878849
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047716
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227528
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419348
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625479
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879417
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10175
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.340066
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.596106
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.871872
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.169681
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635038
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457616
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87602
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33476
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8399
õ(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38763
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97047
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5501
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19077
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04629
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37299
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76694
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05742
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69659
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60931
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65837
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.730825
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890349
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059938
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240541
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433228
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653768
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894374
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117746
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357209
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.614525
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.891711
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.213457
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.720889
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599916
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03167
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50568
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02844
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53922
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07394
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66401
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31685
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32791
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71181
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90222
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21456
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78206
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65119
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75704
(360.45, 10.07, 323.07) (327.39, 1.96, 306.37) (6.49, 2.84, 8.24) Truck 24.18485
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741854
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902052
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.072376
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253786
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44736
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.682375
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909658
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.134093
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374733
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.633355
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.911998
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.290841
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.808409
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747019
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19274
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68289
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14968
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63877
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18011
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78106
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44649
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62177
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88931
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04127
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37627
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94139
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69714
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81515
(360.45, 10.07, 323.07) (327.39, 1.96, 306.37) (6.49, 2.84, 8.24) Truck 23.58777
(360.45, 10.07, 323.07) (327.39, 1.96, 306.37) (6.49, 2.84, 8.24) Truck 23.56925
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753072
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913956
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085032
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267265
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464425
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711301
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925275
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150797
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392642
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.652602
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.933356
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.369642
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.89764
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899141
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35962
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78755
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24322
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74091
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28906
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90128
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67276
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90029
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01334
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18414
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5426
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00365
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74574
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88846
(360.45, 10.07, 323.07) (327.39, 1.96, 306.37) (6.49, 2.84, 8.24) Truck 23.1019
(360.45, 10.07, 323.07) (327.39, 1.96, 306.37) (6.49, 2.84, 8.24) Truck 23.08074
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764479
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926064
ø(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097905
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280976
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491452
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.729449
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941219
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.167858
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410937
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672268
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981809
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.449883
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.988616
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05655
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45001
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87562
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33909
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84568
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40162
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02479
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.941
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04205
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14062
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33094
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68728
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07095
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79708
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01886
(360.45, 10.07, 323.07) (327.39, 1.96, 306.37) (6.49, 2.84, 8.24) Truck 22.68071
(360.45, 10.07, 323.07) (327.39, 1.96, 306.37) (6.49, 2.84, 8.24) Truck 22.64013
(360.45, 10.07, 323.07) (327.39, 1.96, 306.37) (6.49, 2.84, 8.24) Truck 22.62778
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.776077
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938375
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110998
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294924
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518764
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744695
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957499
