¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(334.74, 7.13, 313.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.247053
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309747
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097879
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442713
Ù(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823954
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247659
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721292
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272579
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906745
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6357
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5523
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77663
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83972
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.56183
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02319
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.92534
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.40311
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.257907
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438632
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633093
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843079
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071581
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80203
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111608
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457798
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84067
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266319
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742212
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299765
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937844
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66533
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57051
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79893
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91062
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14118
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02687
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.91392
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.36375
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.264371
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.445579
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640577
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.851524
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539203
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81675
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127797
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472852
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857385
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28495
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763798
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326902
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968954
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69071
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60333
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82044
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95946
Õ(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70151
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02835
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.90225
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.32503
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.270859
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.452551
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.648089
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303242
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549927
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831506
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143966
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487908
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874069
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303585
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787645
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354031
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993701
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71604
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6447
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84124
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00611
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86729
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02761
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.88799
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.28695
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.277368
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.459548
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084466
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313148
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560702
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846281
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160183
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505418
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890751
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32214
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811486
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381052
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01554
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74121
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68585
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86121
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05062
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89529
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.09194
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.86955
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.24953
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.2839
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.881176
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093723
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32314
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573202
ñ(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861047
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176396
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523322
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907387
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340728
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835227
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402098
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0373
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77343
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72675
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90752
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09281
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92121
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.67071
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.851
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.21275
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.691819
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88977
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10298
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333139
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586707
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875818
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192602
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541196
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926481
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359236
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858924
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421049
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05898
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8077
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76745
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95552
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13274
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94496
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.4249
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.83237
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.17663
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699808
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.898369
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112251
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343164
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600238
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890608
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208867
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559088
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946346
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377776
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877107
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439906
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08051
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84175
ñ(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80791
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0231
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17033
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96655
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67262
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.81364
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.14114
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.70785
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907047
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121551
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353243
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613732
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905383
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225088
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577005
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966222
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398887
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893622
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458666
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10194
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87554
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84701
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08994
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2055
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98594
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66305
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.22993
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.10631
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715888
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91567
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1309
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363352
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627213
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92016
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241294
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594928
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986068
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416256
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910054
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477309
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12326
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90907
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87309
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15595
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23828
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00314
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6522
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9986
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.07212
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723967
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92438
ƒ(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140276
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373484
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640717
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934917
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257545
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612817
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005935
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433031
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929446
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495808
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14446
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94235
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89879
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22111
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26859
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04594
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64005
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96329
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.44326
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732068
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93308
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149656
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383726
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654191
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949662
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273746
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630728
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021069
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451364
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950076
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514228
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16555
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97418
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92416
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28539
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29637
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09666
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64912
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92871
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.740142
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941781
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159061
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39607
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66765
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964427
(334.80, 7.15, 313.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28996
