¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡ (402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58993
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725402
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138214
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613556
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13433
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59802
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08714
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62268
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22091
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78386
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36063
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71791
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45101
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51637
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58467
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65588
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73013
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80746
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88793
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9573
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02259
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09084
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16208
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2364
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438257
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650697
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878703
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123999
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388554
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678678
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002447
…(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348306
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721693
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131434
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605315
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12114
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58357
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07548
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6099
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.208
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78835
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40823
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51084
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55663
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62309
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69243
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76477
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84015
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90977
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96994
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03298
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09892
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16783
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23978
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31475
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438222
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650658
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878661
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123903
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38848
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676398
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999963
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344966
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718018
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127382
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597114
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10828
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56951
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06436
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59761
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19521
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79365
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41403
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30809
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66598
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7335
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80401
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87409
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92927
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98725
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04807
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11175
„(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17835
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24796
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32064
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39638
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438243
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650661
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878656
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123944
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388491
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674651
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99754
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341702
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714455
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123476
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58894
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09581
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55581
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0537
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58582
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18291
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79969
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42072
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06641
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77913
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84777
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90033
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9534
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00921
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06785
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12935
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19371
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26101
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33136
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40476
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48128
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438268
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650701
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878726
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123979
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388558
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67474
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995129
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338493
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710936
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119616
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58077
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08367
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54252
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04344
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57455
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17114
†(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80653
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42825
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0666
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85536
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91493
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97504
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03587
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09235
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15166
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2138
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27892
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34698
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41808
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49226
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56958
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438341
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650804
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878807
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124088
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388683
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674865
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99276
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335353
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707479
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115818
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572694
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07191
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52963
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03263
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5638
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15988
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81415
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43661
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06802
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80781
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87271
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94054
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00612
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07172
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14029
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21186
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28656
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36434
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44537
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52969
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61735
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436682
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650063
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878967
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124282
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388846
…(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675039
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990373
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332292
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704152
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112149
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564653
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06047
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51707
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01886
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55359
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14907
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82255
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44588
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07058
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48857
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8272
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89459
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96493
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03834
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11024
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18153
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25591
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33344
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41414
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49812
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58548
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434924
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648219
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877181
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123591
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389076
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675324
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98806
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329295
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700861
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108557
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557785
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04937
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50495
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00549
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54383
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13883
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81577
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45599
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0743
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04678
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7842
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85118
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9211
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99405
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07006
ƒ(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14925
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22778
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30503
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38545
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46914
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55617
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433231
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64637
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875229
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121472
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387172
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674634
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986153
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326366
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697641
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105002
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553885
(401.39, 7.19, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03868
