°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù (430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.688507
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.741805
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.740807
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.740516
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.522186
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.515325
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.509157
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.503676
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.49888
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.494764
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.491326
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.488563
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.486471
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.485051
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.484301
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.48422
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.484809
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.486068
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.487997
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.490599
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.493875
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.497828
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.502459
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.507774
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.513776
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.52047
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.527861
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.535954
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.544755
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.554272
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.564511
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.575481
ù (430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.794201
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.793413
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.793341
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.572466
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.565648
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.559529
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.554106
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.549374
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.54533
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.54197
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.539292
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.537294
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.535975
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.535334
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.535368
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.53608
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.53747
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.539539
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.542287
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.545718
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.549834
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.554637
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.560133
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.566323
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.573215
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.580811
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.589118
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.598145
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.607896
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.618378
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.629601
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.848421
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.837683
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.826939
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.624535
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.617764
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.6117
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.606339
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.601676
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.597708
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.594432
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.591846
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.589948
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.588736
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.588208
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.588366
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.589209
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.590738
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.592953
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.595857
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.599451
û (430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.603739
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.608723
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.614408
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.620796
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.627895
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.635708
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.644243
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.653504
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.6635
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.674239
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.685728
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.870697
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.861484
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.853028
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.845324
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.671751
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.665747
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.660453
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.655865
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.651979
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.648794
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.646306
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.644513
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.643414
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.64301
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.643297
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.644279
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.645954
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.648325
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.651392
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.655159
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.659628
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.664803
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.670687
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.677284
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.684602
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.692643
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.701415
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.710924
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.721178
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.732184
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.743952
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.928443
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.919264
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.910852
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.903198
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.72769
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.72175
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.716528
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.712021
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.708224
ú (430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.705136
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.702752
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.701072
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.700095
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.69982
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.700245
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.701374
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.703204
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.705739
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.70898
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.712928
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.717588
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.722964
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.729058
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.735877
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.743423
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.751704
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.760725
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.770495
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.78102
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.792309
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.804369
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.988276
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.979138
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.970774
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.963177
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.785666
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.779796
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.774653
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.770233
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.766531
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.763546
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.761274
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.759715
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.758866
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.758729
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.759302
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.760585
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.762581
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.765289
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.768713
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.772855
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.777717
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.783304
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.78962
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.79667
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.804459
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.812992
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.822277
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.83232
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.84313
† (430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.854714
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.867083
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.050294
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.041201
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.03289
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.025355
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.845771
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.839978
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.834921
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.830595
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.826995
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.824121
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.821968
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.820538
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.819828
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.819837
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.820565
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.822014
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.824183
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.827076
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.830694
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.835039
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.840114
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.845925
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.852475
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.859769
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.867813
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.876613
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.886174
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.896506
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.907616
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.919512
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.932204
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.114594
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.105552
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.097301
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.089834
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.908105
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.902396
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.89743
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.893205
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.889716
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.886961
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.884938
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.883645
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.883081
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.883246
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.88414
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.885764
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.888119
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.891206
ú (430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.895029
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.89959
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.904891
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.910938
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.917735
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.925287
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.9336
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.942679
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.952533
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.963169
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.974594
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.986818
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.999851
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.181282
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.172296
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.164112
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.156722
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.972771
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.967152
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.962287
(430.67, 12.67, 341.13) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.95817
