¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.60352
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33503
é(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45821
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90296
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99625
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.51554
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.904668
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.013784
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.129815
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.253417
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.38532
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.526363
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.676558
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.836907
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.009417
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.195493
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.396766
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.615134
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852882
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112614
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3986
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71476
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06743
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.459486
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.900277
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.408175
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.974759
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.637903
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40228
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3137
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43384
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87257
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.94958
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.43586
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.902619
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.01161
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.127505
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.250957
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.382694
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.523557
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.673501
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.833627
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.005888
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.191685
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.392644
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.61066
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848011
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107288
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392891
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708494
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060474
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451565
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.891503
ê(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.398224
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.962701
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.623104
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38509
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29331
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41055
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84351
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90456
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.35877
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.900671
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.009543
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.12531
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.248619
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.3802
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.520889
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.6706
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.830513
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.002536
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.18807
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.388733
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606415
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843388
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.102234
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387477
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702549
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053877
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444049
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883166
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388123
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.951211
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.608996
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36868
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27384
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38833
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81574
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86119
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.28423
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.898825
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.007583
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.123228
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.246402
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.377834
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.51836
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.667853
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.827565
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.999365
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.184649
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.385032
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.602397
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839013
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097451
í(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.382357
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696924
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.047635
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.436936
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875261
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.378493
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940289
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.595576
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35304
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25529
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36717
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78929
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81943
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2122
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.897079
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.005732
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.121261
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.244307
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.375599
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.51597
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.665262
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.824783
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.996373
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.181421
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.38154
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598608
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.834887
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092941
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377531
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691619
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041748
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.430226
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.867788
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.369378
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.929932
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.582838
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33817
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23766
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34706
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76411
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77927
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.14264
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.895436
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.003987
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.119408
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.242333
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.373495
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.51372
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.662825
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.822169
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.993559
ê(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.178387
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.378257
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.595045
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831007
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088701
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372997
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.686632
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036216
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423917
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.860747
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.360778
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.920135
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.570781
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32406
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22094
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.328
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74022
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74071
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.07552
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.893893
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.00235
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.11767
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.240482
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.37152
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.511608
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.660543
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.81972
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.990925
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.175546
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.375184
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59171
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827376
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084732
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368756
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681964
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031036
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418008
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854133
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.352688
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.910901
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.559401
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31072
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20513
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30998
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71759
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70371
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.01079
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.892452
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.000823
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.116045
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.238752
ì(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.369673
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.509635
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.658417
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.817437
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.98847
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.172898
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.372319
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.588601
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823992
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081051
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364807
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677613
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026209
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412499
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847951
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.345108
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.902224
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.548696
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29814
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19022
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.293
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69623
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66827
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94453
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.891111
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.999401
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.114534
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.237144
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.367959
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.507801
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.656444
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.81532
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.986192
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.170442
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.369663
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585718
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820853
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.07772
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361149
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673579
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021735
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407386
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842193
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.338038
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.894102
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.538662
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28631
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17619
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27704
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67612
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63436
ğ(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.87932
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.889872
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.998087
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.113138
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.235658
