¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(334.62, 7.47, 359.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.60957
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063589
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348841
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659311
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99837
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370184
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759721
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124972
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523491
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959954
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24006
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50724
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79039
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09096
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36861
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53734
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71292
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89571
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08615
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30397
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6215
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03211
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44448
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8748
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30151
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05526
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10018
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940558
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147257
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36984
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061381
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346443
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656678
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995524
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367062
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759924
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125181
÷(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523726
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963886
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33674
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60934
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89839
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20529
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44378
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6149
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79299
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97845
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18018
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48958
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8526
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2791
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7055
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14032
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76836
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92569
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940234
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146909
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369464
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609769
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344018
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654049
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99261
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363861
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760309
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125619
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524191
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975708
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4362
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71437
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00947
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32303
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52132
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69493
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87565
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06388
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36328
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68239
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0941
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5373
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97871
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49509
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75904
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73014
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.91676
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.91335
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.91367
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93991
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14656
ö(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369088
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609362
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873048
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651381
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989724
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360654
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760884
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126277
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524904
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987637
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5384
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8224
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12383
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43201
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60132
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77751
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96094
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24222
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55341
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91712
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34646
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80745
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24823
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59955
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55465
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.7177
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.71066
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.70731
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.70764
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939586
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146212
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368714
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611977
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874538
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158651
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986776
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357414
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761688
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127123
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525834
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999696
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55457
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93355
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24157
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51196
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68384
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86272
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12613
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42981
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.751
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16387
ø(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61032
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09029
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37632
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38036
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.52915
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.51852
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.51156
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.50826
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.50863
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939264
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145864
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36834
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614439
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876026
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160269
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470191
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354176
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761915
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128199
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527012
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01189
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56817
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04792
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36278
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59437
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76891
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01475
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31124
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62463
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.989
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42175
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88647
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08536
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21316
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84567
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.33665
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.32613
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.31925
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.316
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.31638
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938942
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145518
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367966
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615807
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877511
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161885
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471955
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350885
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758291
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129487
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52844
–(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02417
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58187
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16562
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48759
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67936
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90778
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19742
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50341
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82713
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24112
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69146
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13595
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05232
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69379
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.16476
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.15073
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.14031
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.13351
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.13031
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.1307
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938621
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145171
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367593
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617172
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87899
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.163497
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473714
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813236
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754651
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130981
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534839
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03662
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59577
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22271
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59382
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80497
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08811
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38707
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70308
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06794
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50468
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95423
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89727
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54853
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.0026
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.98509
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.97118
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.96087
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.95413
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.95097
(334.20, 7.46, 361.06) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.95139
İ(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938299
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144826
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36722
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618532
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880468
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165105
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.475471
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815164
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183732
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132681
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546106
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04911
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60978
(334.20, 7.46, 361.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23845
