°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34756
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07094
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272788
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489505
ö(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722759
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974507
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24697
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542764
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864965
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217179
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603775
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02707
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.430791
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873837
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36218
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90309
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29202
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70177
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14422
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62345
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66502
(330.42, 7.51, 367.02) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.77837
(330.42, 7.51, 367.02) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.85125
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.02347
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.00483
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.98876
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.97525
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.9643
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.95588
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.95001
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.94667
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884989
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07355
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275597
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492522
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726018
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978027
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250771
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54693
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869448
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222103
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609167
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029969
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433959
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87736
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36607
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.921
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29495
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6972
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13881
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61759
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52189
(330.42, 7.51, 367.02) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.81684
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.05705
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.0358
™(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.01714
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.00106
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.98754
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.97657
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.96815
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.96226
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.95891
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.887474
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076236
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278428
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495618
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729331
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981611
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254679
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551127
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874069
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227154
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614715
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033213
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437519
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881248
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37036
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93144
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30614
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70924
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14406
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61433
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38017
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.09586
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.07198
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.0507
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.03202
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.01592
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.00238
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.99139
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.98296
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.97707
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.97371
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.890048
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078972
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281402
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498778
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732736
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985323
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258665
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55548
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878798
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232344
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620448
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036763
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441373
®(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885469
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37503
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9428
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31833
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72231
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15811
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62883
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.1134
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.08949
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.06818
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.04948
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.03335
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.01979
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.00879
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.00034
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.99444
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.99107
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89267
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081792
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284425
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501992
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736258
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989074
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262769
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559923
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883669
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237662
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62626
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040582
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445588
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89012
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39735
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95504
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33146
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73641
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17331
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63969
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29559
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.13354
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.10959
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.08826
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.06952
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.05337
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.03979
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.02877
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.0203
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.01439
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.01101
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89538
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084667
ò(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287481
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505322
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739816
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992956
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266953
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564467
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888602
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243064
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632239
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044761
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450138
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895081
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42878
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9682
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34553
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75157
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18964
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65176
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40226
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.1563
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.13231
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.11094
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.09217
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.07599
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.06239
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.05134
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.04286
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.03692
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.03354
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89812
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0876
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290653
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508716
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743474
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99689
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271224
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569114
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893682
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248638
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638356
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049189
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454996
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90044
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46062
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98225
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3606
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76773
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20322
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66504
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33615
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.18169
¨(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.15766
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.13625
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.11745
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.10123
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.0876
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.07653
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.06803
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.06207
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.05867
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900918
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090621
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293884
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512173
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747202
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000928
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275583
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573895
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898857
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254326
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644619
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053981
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460217
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915293
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49288
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99719
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3766
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.785
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21668
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67953
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27148
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.20974
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.18566
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.16421
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.14536
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.12911
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.11545
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.10435
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.09583
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.08985
(330.42, 7.51, 367.02) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.08644
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903806
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093702
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297177
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515726
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751028
