¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(357.65, 9.91, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644738
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9332
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228141
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.55047
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904122
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846452
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231554
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649738
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14266
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69602
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29776
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93938
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66033
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47605
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12601
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81179
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58842
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46786
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.39923
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.529636
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.66873
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.817378
¢(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.973563
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.138887
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.294087
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.450079
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.616405
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794097
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98432
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188414
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413743
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668998
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940429
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.236018
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.55908
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913575
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851787
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234177
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652628
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14742
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70133
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29019
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93096
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65085
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46532
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11051
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79474
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5956
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40004
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.405534
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.536351
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.675892
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.825035
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.980362
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.146173
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.295695
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.451787
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.618227
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79604
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986401
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190645
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422145
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676043
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948076
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244347
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.568188
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.923577
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328203
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23764
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656401
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15309
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70763
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28384
¤(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92386
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64286
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45627
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.097
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77988
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64562
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45535
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.41194
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.543173
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.683171
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.832095
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.987306
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.150786
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.297551
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.453762
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.62033
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798287
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988803
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193221
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430887
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68347
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956141
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253133
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577797
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.934129
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.345141
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241896
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661079
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15968
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70591
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27871
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91811
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63638
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44889
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08549
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76722
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69836
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5137
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.418447
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.550102
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.690566
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.838723
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.994395
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.152769
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.299657
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.456001
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.622715
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800833
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991529
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198618
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439517
¯(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691286
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964626
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262377
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.58791
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.945673
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.36269
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246969
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667284
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16721
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70234
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27472
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91366
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63138
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44325
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07589
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8146
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75387
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57513
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.425056
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.557142
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.698078
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.845487
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.00163
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.154988
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.302011
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.458506
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625385
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803683
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994576
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207332
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447093
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699487
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.973532
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.272083
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.598525
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.960117
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.3656
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741627
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674901
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17565
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6998
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27188
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91051
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62785
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43922
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06827
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89985
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81217
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61399
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.431764
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.564289
•(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.705707
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.852385
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.009009
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.157443
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.304616
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.461277
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628337
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.806835
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997949
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216365
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455031
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708079
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982862
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282251
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609651
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.977032
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.367571
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.743781
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683372
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18308
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69832
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27027
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90869
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62578
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43689
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0626
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98832
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87336
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62542
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.438574
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.571544
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.712529
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.859418
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.016532
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.160131
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.30747
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.464313
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.631572
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810289
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001645
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225717
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463327
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71706
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992617
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292884
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.621284
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.994502
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.370206
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746665
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692668
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18271
£(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69791
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2698
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9082
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62518
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43623
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06532
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07994
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93744
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63946
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.445484
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.578907
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.719243
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.866587
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.024201
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.163055
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.310577
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467616
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.635092
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814047
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009632
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23539
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471984
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726434
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002801
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303985
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634025
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.012537
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.373513
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.750281
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.163985
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18331
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69856
