¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(335.71, 7.29, 321.32) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.17189
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.16107
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.83302
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.71259
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.6646
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.65407
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.64514
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.7218
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.80932
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.07303
(335.92, 7.36, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95389
(335.92, 7.36, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227335
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.409649
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.387075
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.365734
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.34561
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.375051
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.431156
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.489248
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.54939
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.72905
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.942572
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.787298
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.861661
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.12798
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.09695
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.80707
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.68717
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.64531
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.63478
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.62586
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.70709
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.79435
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.07109
(335.92, 7.36, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961709
(335.92, 7.36, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237381
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.3328
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.310385
å(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.289192
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.269203
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.315623
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.370621
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.42757
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.493315
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.692593
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.903973
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.730837
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.820995
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.09296
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.03661
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.78304
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.66363
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.62766
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.61715
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.60983
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.6939
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.78093
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.07049
(335.92, 7.36, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96923
(335.92, 7.36, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245541
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.258574
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.236317
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.215268
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.205893
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.25797
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.311907
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.367757
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.459649
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.657016
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.606313
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.676229
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.788955
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.05905
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.97993
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.76091
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.64194
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.61165
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.60114
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.59835
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.68222
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.76905
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.07121
(335.92, 7.36, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976624
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.210196
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.186873
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.164767
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.143859
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.150952
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.20204
ë(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.254955
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.309751
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.426793
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.622301
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.554409
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.623435
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.757931
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.02622
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.92683
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.74065
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.62209
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.59726
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.58675
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.58835
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.67205
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.7587
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.07327
(335.92, 7.36, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983894
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.140765
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.117603
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.095645
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.074875
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.097645
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.147782
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.199714
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.253496
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.394732
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.588437
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.504239
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.572408
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.727913
(335.92, 7.36, 321.90) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.36198
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.87722
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.72224
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.60406
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.58447
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.57397
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.57983
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.66338
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.74989
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.07665
(335.92, 7.36, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991088
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.073682
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.050674
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.028861
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.008224
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.045927
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.095148
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.146136
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.198944
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.363457
í(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.555409
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.455766
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.523111
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.698887
(335.92, 7.36, 321.90) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.26738
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.83102
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.70569
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.58784
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.57328
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.56279
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.57277
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.65621
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.74259
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.08138
(335.92, 7.36, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999727
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.008858
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.986001
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.964328
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.949098
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.995751
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.044091
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.094172
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.153126
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.332952
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.523204
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.408952
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.475506
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.670841
(335.92, 7.36, 321.90) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.17574
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.81279
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.69096
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.57577
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.56368
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.55319
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.56719
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.65053
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.7368
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.970118
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.946213
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.923502
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.901966
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.901242
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.947074
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.994569
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.043776
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.124906
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.303208
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.300254
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.363761
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.429556
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.643765
ë(335.92, 7.36, 321.90) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.08697
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.7996
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.67804
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.56775
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.55567
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.54518
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.56306
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.64633
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.73253
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.909425
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.885673
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.863104
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.841702
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.854815
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.899857
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.946537
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.994905
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.097392
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.274215
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.257358
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.320159
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.38523
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.617646
(335.92, 7.36, 321.90) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.001
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.78826
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.66693
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.56131
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.54923
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.53875
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.56039
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.64361
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.73576
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.85077
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.827166
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.804737
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.783463
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.809779
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.854061
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.899959
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.947519
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.070574
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.245959
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.215994
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.278119
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.348327
(335.92, 7.36, 321.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.592477
(335.92, 7.36, 321.90) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.91774
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.77875
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.65761
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.55644
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.54436
ë(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.53389
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.55917
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.64237
(335.92, 7.36, 321.90) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.74519
(335.92, 7.36, 321.90) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.44988
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.794084
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.770624
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.74833
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.727183
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.766099
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.809649
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.854795
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.901579
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.044442
(335.92, 7.36, 321.90) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.218434
