¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(326.12, 7.59, 366.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.95021
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227967
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519394
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836473
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182774
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562441
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980455
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442835
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957022
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53208
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1794
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91339
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75258
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72115
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85135
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18706
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.91229
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.87207
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.83455
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.7997
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.76749
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.73789
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.71089
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.68647
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.66459
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.64526
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.62845
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.670006
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.858958
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062932
š(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280743
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954311
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222574
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513487
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83008
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175781
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554751
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971963
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43346
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946531
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52031
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16612
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89828
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73523
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70104
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82774
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15902
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.21488
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.19268
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.17295
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.15568
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.14085
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.12844
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.11847
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.11091
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.21778
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.30015
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.29978
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.667815
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.85661
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.060108
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2777
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949388
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217204
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50771
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82373
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168863
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547149
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963591
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424168
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936193
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50871
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15303
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88337
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71814
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68123
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80451
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13133
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6479
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.45492
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.43365
¬(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.41501
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.39902
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.38564
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.37488
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.36672
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.36116
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.35819
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.35782
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665658
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.854295
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.057326
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697163
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944528
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211946
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501968
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817518
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162064
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539686
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955355
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415024
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925997
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4973
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14013
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86869
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70129
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66168
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78161
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10411
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55839
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.51639
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.49503
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.47632
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.46026
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.44683
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.43602
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.42782
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.42223
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.41924
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.41886
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.663533
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852017
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054585
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692735
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939717
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206763
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496328
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811372
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155324
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53229
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947197
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405998
»(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915959
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48602
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1274
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85423
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6847
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64244
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75901
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07729
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43968
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.58092
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.55947
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.54069
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.52456
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.51107
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.50021
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.49197
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.48635
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.48334
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.48294
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.661442
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.849774
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45956
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688351
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935003
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201643
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490785
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805297
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148698
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525003
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939162
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397108
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906042
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47492
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11484
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83997
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 11.28353
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 11.12387
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 11.09755
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 11.07333
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 11.05093
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 11.03046
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 11.0118
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.99497
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.97998
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.96675
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.95523
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.94554
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.98256
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.55054
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.55012
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.659385
ª(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847569
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455527
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684011
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930311
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196565
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4853
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799327
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142145
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517827
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931281
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388358
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896294
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46397
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10251
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 11.1876
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 11.01668
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.96826
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.94578
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.92502
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.90598
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.88863
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.87301
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.85908
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.84681
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.83617
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.82726
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.82002
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.84183
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.93275
(325.85, 7.56, 366.67) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.62047
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.65736
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239394
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451579
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679747
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92571
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19161
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479899
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793443
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135739
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510798
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923479
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379708
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886654
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4532
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09037
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 11.06466
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.95072
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.91038
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.88906
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.86945
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.85154
¯(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.83534
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.82081
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.80789
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.79672
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.78713
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.77921
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.7729
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.79183
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 10.86642
(325.85, 7.56, 366.67) (338.77, 1.08, 390.62) (0.81, 2.16, 0.81) Human 11.12044
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.655371
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235751
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447669
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675553
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921191
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186723
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474562
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78765
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129384
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503818
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915816
(325.85, 7.56, 366.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37121
