¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
’ (418.20, 13.33, 327.60) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.146949
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07045
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02613
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7431
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21119
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171184
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43927
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729368
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044274
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387218
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762039
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156857
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577929
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04114
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41921
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77302
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49898
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1445
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82553
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93339
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27495
¸(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1335
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09707
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9575
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93054
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146216
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412289
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700126
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012467
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352508
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724055
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114813
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531755
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990234
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48385
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84231
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52497
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13473
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81459
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9568
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28032
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19776
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18162
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01534
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64329
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121357
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385399
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670992
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980823
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317985
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686282
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073119
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486002
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939831
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44093
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96736
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51636
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12513
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80391
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97942
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18436
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26318
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37344
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07362
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35955
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09662
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358695
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642072
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949382
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283697
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64873
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031784
¸(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440694
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889918
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3857
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94033
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50794
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11578
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79345
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00121
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08956
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29843
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52465
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24705
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06427
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071969
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332098
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613259
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91808
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249594
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611452
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990792
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395807
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840546
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33106
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87918
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49971
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10665
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78318
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92059
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99593
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18901
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57418
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58781
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7746
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047472
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305616
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584609
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886992
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215699
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574387
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950247
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351312
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791604
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.277
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81863
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44417
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09769
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78935
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83983
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90341
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08103
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62405
¹(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80496
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51864
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023079
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279325
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55611
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856055
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182049
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53759
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910032
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307305
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743188
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22349
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75874
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37697
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07247
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80532
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75992
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81202
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9745
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52826
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63748
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27953
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998807
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253149
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527825
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825324
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148579
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501034
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870203
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263728
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695256
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17061
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69947
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3105
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99747
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77683
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68074
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72178
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86936
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38548
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47237
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01745
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974673
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227112
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499667
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794795
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115353
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464709
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830753
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220517
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647849
­(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11829
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64077
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24479
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92336
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69621
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60246
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63263
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76563
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24423
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30236
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74877
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950659
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201236
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471663
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764427
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082301
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428667
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791666
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177813
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600912
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06649
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58272
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17979
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85013
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61132
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52268
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54402
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66325
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10449
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09531
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48592
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7121
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516172
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745805
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.046841
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453281
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049547
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392911
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752981
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135474
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554471
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0153
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52529
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11554
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77777
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52748
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42607
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45517
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5623
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96624
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8922
Æ(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22871
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33064
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497307
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723858
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97377
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244099
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.537402
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.853563
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258121
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.761028
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508554
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964664
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46849
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05203
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26172
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85006
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54036
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47497
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58604
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82951
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69289
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.977
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95989
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478557
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702033
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950195
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.218563
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509654
