¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.5766
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.58112
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.56078
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.62593
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.52543
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.45549
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.44032
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.42734
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.41652
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.07515
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.54313
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.54035
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.5679
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050712
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246364
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456028
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681317
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92394
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185999
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469816
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778195
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114401
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482251
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883004
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311383
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784709
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31037
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80512
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14904
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51742
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.8072
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.78279
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.76023
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.73951
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.77841
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.53548
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.45644
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.44127
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.42828
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.41747
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.80511
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.66689
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.6161
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052086
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247787
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457588
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682989
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925758
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187968
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471941
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780482
µ(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116886
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48503
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885994
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314681
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788386
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31444
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81194
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15636
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52517
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92108
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.9698
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.9468
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.92567
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.93654
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.54597
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.45955
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.44437
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.43138
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.42056
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.31386
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.80324
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.75187
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.24277
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053519
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249298
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459212
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684731
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927654
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189996
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474138
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782917
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119513
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487917
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889184
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318154
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792249
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31874
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81963
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16451
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53391
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93045
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.16468
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.14123
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.11968
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.10056
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.55691
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.46482
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.44964
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.43664
(324.91, 7.54, 366.36) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 14.42582
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.10146
 (324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.14924
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.14281
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.13998
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054982
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250869
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460899
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68654
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929596
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192111
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476436
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78541
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122247
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490878
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892513
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321833
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796332
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32607
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82815
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17363
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54368
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94087
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.3679
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.34397
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.32197
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.30189
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.56829
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11983
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.327
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.22214
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.22359
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.20519
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.06285
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.04162
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056508
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252531
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462649
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688421
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931617
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194283
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478805
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787995
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125063
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49401
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896014
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325717
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800571
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33623
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83758
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18368
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55441
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95771
ª(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48524
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.55551
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.53305
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.51252
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.65404
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14558
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.73242
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.71906
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.70924
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.70297
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058063
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254225
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464464
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6904
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933742
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196574
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481308
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790669
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128022
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497219
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899658
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329754
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805065
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34659
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84786
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19465
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56614
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00011
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53159
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.77638
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.75342
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.73244
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.84397
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17229
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.64343
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.63013
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.62037
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.45285
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.81933
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059734
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255979
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466343
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692416
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935916
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198952
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483854
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793463
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131063
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500539
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903506
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333996
«(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809779
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35713
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85898
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20657
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57888
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04378
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57927
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.00714
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.98367
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.9622
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.04144
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.28832
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.96015
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.81005
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.79565
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.73665
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.73396
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061412
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257797
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468289
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694506
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938199
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201392
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486502
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79632
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134189
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503966
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907497
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338423
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814627
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36784
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87104
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21939
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59482
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08858
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6313
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.24842
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.22439
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.20243
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.24685
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.30525
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.72391
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.86033
(324.91, 7.54, 366.36) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.85149
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063172
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259645
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470323
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696664
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940499
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203886
