¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿(321.28, 7.25, 368.92) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.09824
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.45713
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.42938
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.40504
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.3841
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.36653
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.35231
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.34145
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.33393
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.32975
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.32891
’(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.33139
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109617
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378256
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669143
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.983514
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.329417
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203886
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625334
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08879
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60079
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16932
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80416
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51744
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32464
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24536
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30525
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53815
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99004
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63955
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56016
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.52028
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.49246
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.46807
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.44707
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.42945
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.41521
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.40433
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.3968
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.39261
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.39177
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.39427
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.119308
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388741
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.680559
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.996633
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827458
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213053
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635392
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09987
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61306
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.183
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81946
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53471
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34424
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26781
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33121
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56859
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0116
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63147
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53107
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.58717
´(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.55928
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.53482
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.51377
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.49611
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.48182
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.47092
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.46337
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.45918
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.45835
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.46086
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128946
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399168
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691874
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009689
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835768
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222116
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645382
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11089
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62526
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19658
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83467
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55189
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36372
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29017
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35707
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59511
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03269
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62318
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51488
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.65784
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.62988
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.60534
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.58423
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.56653
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.55222
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.54128
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.53372
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.52953
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.52869
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.53123
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138529
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.409537
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703127
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489259
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844018
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231152
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655298
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12179
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63739
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21004
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84976
¸(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56895
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38312
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31239
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38279
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61276
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05359
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61468
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51024
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.73236
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.70431
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.67971
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.65854
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.64079
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.62643
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.61547
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.60789
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.6037
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.60287
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.60542
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.148055
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419846
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.714318
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496765
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85223
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240128
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665119
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13266
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64941
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22348
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8648
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58585
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40239
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33447
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40199
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63022
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07429
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62834
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5056
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.81078
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.78264
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.75797
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.73673
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.71893
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.70453
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.69355
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.68596
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.68175
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.68093
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.6835
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157524
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.430092
¨(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176821
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50424
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860353
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249036
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674895
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14345
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66136
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23677
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87973
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60271
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42152
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35643
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41679
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64754
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09477
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65848
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48493
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.89317
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.86494
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.84019
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.81889
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.80103
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.7866
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.77557
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.76796
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.76376
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.76295
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.76553
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.166932
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440274
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183658
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51167
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868445
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25787
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684595
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15415
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67324
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89454
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61943
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44053
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37825
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4314
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66464
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11498
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68875
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44591
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.9796
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.95127
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.92643
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.90507
µ(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.88715
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.87267
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.86162
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.85399
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.84978
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.84898
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.85159
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176274
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887369
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190422
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519031
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876465
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266642
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694239
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16479
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68499
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26311
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90924
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63605
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45942
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39992
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44586
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68152
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.135
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69646
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40726
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.07013
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.04171
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.01678
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.99534
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.97736
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.96284
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.95176
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.94411
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.93989
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.9391
(320.22, 7.02, 369.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.94173
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185555
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89358
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197145
