¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.6518
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.52012
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.50196
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.48572
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.47138
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.45893
°(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.44836
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.43965
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.43282
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.36198
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.45494
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.45367
(330.35, 7.40, 371.76) (324.28, 2.56, 347.26) (2.10, 0.13, 2.78) Cabin 12.39574
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319765
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518009
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730192
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957689
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202228
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465748
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767266
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110391
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463015
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808732
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185285
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596979
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0489
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54637
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39239
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51922
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.68212
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.65989
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.63962
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.62129
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.6049
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.59043
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.57786
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.5672
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.55842
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.55154
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.47757
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.57387
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.57261
(330.35, 7.40, 371.76) (324.28, 2.56, 347.26) (2.10, 0.13, 2.78) Cabin 12.51412
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316266
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514281
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726153
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953371
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197598
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460712
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748888
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090302
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433158
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776281
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149925
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55829
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00377
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49298
»(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34834
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46594
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.80624
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.7838
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.76334
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.74484
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.7283
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.71369
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.70101
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.69025
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.68139
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.67444
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.5972
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.69701
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.69574
(330.35, 7.40, 371.76) (324.28, 2.56, 347.26) (2.10, 0.13, 2.78) Cabin 12.63669
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312816
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510591
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72221
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94916
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193062
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455853
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739778
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070351
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403746
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744312
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114618
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516089
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956141
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44048
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3041
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41245
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.96619
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.94348
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.92277
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.90405
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.88731
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.87252
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.8597
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.84881
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.83985
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.83282
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.72102
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.82452
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.82325
(330.35, 7.40, 371.76) (324.28, 2.56, 347.26) (2.10, 0.13, 2.78) Cabin 12.76362
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309453
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506996
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718394
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945046
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188621
¶(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451056
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734593
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050544
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374701
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711012
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075532
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47336
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909235
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38882
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26164
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35882
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.09961
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 13.07667
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 13.05576
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 13.03686
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 13.01995
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 13.00502
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.99207
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.98108
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.97204
(330.35, 7.40, 371.76) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 12.96494
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.95979
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.95658
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.95529
(330.35, 7.40, 371.76) (324.28, 2.56, 347.26) (2.10, 0.13, 2.78) Cabin 12.89505
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306177
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503518
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714663
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941029
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184313
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446415
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729559
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036747
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343225
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675635
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037014
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431329
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863147
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34517
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22609
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30506
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.15535
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.13232
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.11133
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.09235
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.07538
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.0604
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.0474
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.03637
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.0273
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.02018
©(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.01502
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.01179
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.01052
(330.35, 7.40, 371.76) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.01118
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303003
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500115
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711024
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93712
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180097
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44188
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728385
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036235
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311107
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640802
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999131
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389935
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817764
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3149
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19037
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25116
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.78261
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.75371
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.72726
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.70323
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.68162
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.6624
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.64556
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.63109
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.61897
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.6092
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.60177
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.59667
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.5939
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.59346
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299889
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496811
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707491
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933345
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176033
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443917
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73534
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028971
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291876
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606492
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961817
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349194
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773124
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28443
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15447
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19714
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.61692
¶(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.58832
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.56215
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.53838
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.517
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.49798
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.48132
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.467
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.45502
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.44535
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.438
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.43296
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.43022
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.42979
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296889
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493595
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704031
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930859
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180741
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450447
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74239
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022041
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284439
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572704
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925088
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309145
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729239
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25385
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11838
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14412
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.45695
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.42865
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.40275
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.37923
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.35806
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.33925
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.32276
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.30859
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.29673
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.28717
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.27989
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.27491
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.2722
(330.35, 7.40, 371.76) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.27178
