¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(339.63, 7.18, 369.48) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.16518
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.501406
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.617208
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.739854
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.869939
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.785748
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.765831
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.647581
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.432577
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.837579
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.47232
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.46868
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.57789
è(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.69102
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.97492
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.2444
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.92496
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.79665
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.76413
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.75697
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.78439
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.8887
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.09212
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.221184
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.252937
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.285816
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.319857
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.355099
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.391582
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.429347
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.532998
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.650561
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.775117
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.90728
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.618573
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.59908
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.418373
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.215413
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.34673
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.32653
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.34284
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.44922
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.5594
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.87297
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.17875
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.87773
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.75038
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.72053
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.7134
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.74189
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.84543
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.04895
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.27147
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.304214
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.338114
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.373212
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.409546
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.447158
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.486093
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.56532
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.684699
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.811226
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.945536
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.514785
ê(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.407901
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.203955
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.948454
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.20616
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.18623
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.2213
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.32497
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.43234
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.77398
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.11636
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.83274
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.70631
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.67899
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.67188
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.70138
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.8042
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.00784
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.323415
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.357196
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.392169
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.428376
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.465856
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.504653
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.544816
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.598388
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.719639
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.8482
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.984726
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.129952
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.196067
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.015234
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.999182
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.07085
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.05118
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.10387
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.20496
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.30966
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.67783
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.05716
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.78996
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.6644
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.63947
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.63239
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.66286
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.76498
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.96874
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.384768
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.411961
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.44806
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.485429
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.524112
ä(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.564156
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.605609
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.648522
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.755403
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.886064
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.024879
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.172606
(340.44, 7.19, 368.57) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.085196
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01287
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.961521
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.940537
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.921123
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.990381
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.08902
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.21499
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.58445
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.00106
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.74934
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.62461
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.60195
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.59489
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.62627
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.72774
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.93163
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.467366
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.468582
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.505862
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.544455
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.584403
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.625757
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.668566
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.712886
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.792011
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.924839
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.066017
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.216331
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616221
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.990777
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43698
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0896
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.29844
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.908571
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.976971
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.1306
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.49374
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.94801
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.71086
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.5869
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.56639
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.55935
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.5916
à(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.69245
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.89649
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.553833
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.533857
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.565664
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.605542
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.64682
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.689552
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.733789
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.77959
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.829484
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.964549
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.108169
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.261155
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.434471
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979267
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44633
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0907
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.15917
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.13908
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.02647
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.04856
(340.44, 7.19, 368.57) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.07157
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.89792
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.67447
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.55125
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.53275
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.52574
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.55881
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.65908
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.86328
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.644417
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.62404
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.627554
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.668782
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.71146
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.755642
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.801383
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.848745
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.897788
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.005216
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.15136
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.307111
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.473416
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912081
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37254
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.04651
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.02493
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.00507
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.87337
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.12043
å(340.44, 7.19, 368.57) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.96942
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.85075
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.64016
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.51762
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.50103
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.49404
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.52789
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.62761
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.83198
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.739399
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.718603
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.698686
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.734278
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.778429
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.824139
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.871465
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.920471
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.971222
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.046868
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.195618
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.354228
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.523677
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846212
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30027
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.91681
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.89548
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.87586
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.72629
(340.44, 7.19, 368.57) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.39606
(340.44, 7.19, 368.57) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.8706
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.80643
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.60788
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.486
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.47119
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.46421
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.4988
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.59801
(340.44, 7.19, 368.57) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.80256
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.839089
(340.44, 7.19, 368.57) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.817852
