¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.99101
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429151
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797042
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199938
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643028
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05403
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37955
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72851
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10344
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50732
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97276
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54591
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59451
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19863
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.34343
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.31929
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.2978
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.27893
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.26268
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.24904
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.23798
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.22951
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.22362
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.2203
¢(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.21955
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.17702
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988525
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234528
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49965
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78616
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09664
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434277
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802653
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20611
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649851
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02736
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35106
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69796
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08605
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53554
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02486
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54675
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51142
(321.70, 7.29, 367.46) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.62965
(321.70, 7.29, 367.46) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.6099
(321.70, 7.29, 367.46) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.59223
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.20936
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.19058
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.17441
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.16082
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.14981
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.14137
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.1355
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.13218
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.13143
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.08911
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991966
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238244
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50367
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7905
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101371
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439422
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808266
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212276
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656652
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00136
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32746
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71342
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13106
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58439
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07664
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6003
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42925
(321.70, 7.29, 367.46) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.54715
(321.70, 7.29, 367.46) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.52448
·(321.70, 7.29, 367.46) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.5039
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.12436
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.10567
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.08956
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.07603
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.06507
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.05666
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.05081
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.0475
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.04674
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.00462
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995422
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241937
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507677
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794836
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106071
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444561
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813864
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218417
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663403
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00632
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36679
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75586
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17701
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6343
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12683
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65505
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 13.14912
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 13.13061
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 13.11411
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 13.26506
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.04273
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.02412
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.00808
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.9946
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.98368
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.97531
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.96947
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.96617
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.9654
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.92347
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998868
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245651
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511678
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799162
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110785
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449667
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819473
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224573
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664999
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04354
º(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40686
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79912
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22387
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6852
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17812
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71103
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 13.02069
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.99784
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.977
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 13.28576
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.96439
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.94585
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.92988
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.91646
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.90557
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89723
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89141
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.88812
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.88735
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.84563
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002282
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24937
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51566
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803473
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115464
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454765
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825059
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230689
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662701
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0815
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44776
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84326
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27168
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73716
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23054
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76829
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 13.01433
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.99148
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.97065
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 13.30646
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.88928
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.87081
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.8549
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.84152
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.83068
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.82237
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.81657
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.81328
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.8125
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.77096
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005722
¯(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253054
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519641
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807784
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120141
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459881
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830611
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236802
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660492
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09157
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48939
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88826
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32044
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78712
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28407
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82679
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 13.1683
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 13.14124
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 13.11624
(321.70, 7.29, 367.46) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 13.32714
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.81732
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.79892
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.78307
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.76974
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.75894
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.75066
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.74487
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.74159
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.74081
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.69944
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009164
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256732
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523597
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812088
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124813
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464926
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836199
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242907
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658443
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08934
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53183
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93417
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37016
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83735
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33879
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88659
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46996
(321.70, 7.29, 367.46) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 13.52575
(321.70, 7.29, 367.46) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 13.50465
(321.70, 7.29, 367.46) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 13.48564
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.74846
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.73013
±(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.71433
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.70106
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.69029
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.68203
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.67626
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.67298
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.6722
(321.70, 7.29, 367.46) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.63099
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012545
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260377
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527568
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816374
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12946
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470033
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841707
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248991
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656555
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08727
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55983
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98094
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42089
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88866
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39463
(321.70, 7.29, 367.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92538
(321.70, 7.29, 367.46) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 13.0559
