¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.35971
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64068
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7459
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83709
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93154
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02929
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1305
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23523
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34219
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44081
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324193
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530742
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709439
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899252
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101148
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316392
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546227
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808987
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175634
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579767
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116551
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382565
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895815
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45168
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58103
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71523
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8545
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99912
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14935
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27207
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37519
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48191
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59243
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70686
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80142
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89523
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99236
†(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09295
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19704
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30479
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41635
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326932
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529166
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706445
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896052
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09778
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312821
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542392
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800346
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166126
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569246
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137632
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404955
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823874
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40114
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57182
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70573
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84476
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98908
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12972
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22848
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33076
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43658
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54618
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65967
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76759
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86084
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95743
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05738
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16087
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26798
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37888
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32965
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53161
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703683
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893137
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094677
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309494
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538855
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791722
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156647
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558804
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159369
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428047
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753053
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3216
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56382
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69754
‡(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83633
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98045
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08879
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18674
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28816
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39319
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50189
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61445
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73099
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82837
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92442
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02383
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12672
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23322
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3435
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329862
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534298
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702695
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890439
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091811
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306429
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535616
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783133
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147236
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548363
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181855
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451961
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739925
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24338
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5571
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69065
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82924
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95567
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04958
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14682
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24747
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35165
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45953
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57118
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68685
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79779
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89332
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99219
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09453
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20048
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31015
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329819
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537251
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705816
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887959
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08919
ˆ(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303644
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532652
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777651
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137817
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548012
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20504
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476593
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766146
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16643
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55164
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68503
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82346
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91891
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01215
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10865
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20858
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31199
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41903
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52991
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64468
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76356
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86408
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96247
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06429
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1697
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27883
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329728
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540446
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709225
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887977
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086838
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301124
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529959
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774797
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128475
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581179
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228978
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502006
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793211
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10438
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54746
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68072
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79441
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88383
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97643
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07224
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17143
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27412
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38046
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49048
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60446
‚(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72247
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83676
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93464
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03601
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14094
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24954
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329618
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543926
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71285
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89182
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084728
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298881
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527561
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772211
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119164
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613796
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253593
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528207
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821129
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13415
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54446
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6758
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76159
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85044
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94238
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03755
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13606
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23807
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34365
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45297
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56614
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68337
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80478
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90874
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00964
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11408
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22223
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32946
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547609
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716763
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895947
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086062
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29693
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52545
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76995
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109894
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645848
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279006
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55517
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849874
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16483
†(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53557
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64515
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73038
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81863
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90998
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00455
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10243
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20377
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30867
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4173
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52974
(334.66, 7.13, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64616
