¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.883001
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38633
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721467
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06246
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42986
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81703
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20185
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76391
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59362
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622172
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917795
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157504
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415566
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68587
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975885
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289865
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630948
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002693
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381236
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721713
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06273
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43013
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80862
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19286
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.735
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61873
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696716
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920067
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159979
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417971
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686588
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976627
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290673
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631841
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002732
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376399
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722426
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06351
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43099
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.801
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18463
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70655
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64309
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698902
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922394
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16245
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4187
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687355
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977486
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291592
Ş(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632827
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99847
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371785
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723648
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06483
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43242
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79409
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17719
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67864
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66685
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.104902
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.168906
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701104
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924764
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165017
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419517
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688228
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978401
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292621
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633947
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994428
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367393
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725389
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0667
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43206
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78788
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.080492
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.021121
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.995173
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.968992
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.989851
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.020387
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.007733
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.996455
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.985405
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.97443
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.973834
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.978499
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.520959
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.512892
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.506108
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.500603
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703344
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927192
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167615
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420398
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689171
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979433
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293756
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635162
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990605
ÿ(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363238
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727609
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06906
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42695
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.019824
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.954624
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.082842
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.061919
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.879347
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.001886
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.007946
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.918521
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.906543
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.895923
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.886654
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.878729
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.87214
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.866883
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.528336
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.523531
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.520003
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.517749
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705602
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929635
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170238
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42134
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690238
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980558
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294934
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636472
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987002
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359308
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730347
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.927973
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.9567
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.902274
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.841663
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.12364
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.119388
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.786704
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.106297
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.112681
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.82441
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.812572
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.802077
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.792919
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.785089
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.778563
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.773788
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.772691
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.649602
ë(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.64597
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.643632
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707935
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932104
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17264
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422391
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691354
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981764
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296269
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637904
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98361
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355581
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733541
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.9219
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41878
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.789178
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.715313
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.019638
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.681067
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.697241
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.178788
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.221242
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.733561
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.721857
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.711482
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.702425
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.694653
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.688188
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.685413
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.684312
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.684506
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.685999
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.690123
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71028
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934639
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173692
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42351
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692529
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98308
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297676
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638371
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980409
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352121
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737293
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.910168
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.875779
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.680319
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.691494
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.91926
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.59258
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.610829
ø(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.167214
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.231855
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.645839
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.634263
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.623981
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.614994
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.607311
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.602459
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.60007
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.598964
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.59914
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.600602
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.603505
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712687
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937222
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174789
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424702
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693834
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984472
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299177
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635609
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977441
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348897
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741497
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08284
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41327
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.700089
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.618155
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.545636
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.490278
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.484146
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.156094
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.144366
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.56112
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.549633
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.539452
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.530564
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.523683
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.520026
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.517643
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.516533
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.516695
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.518127
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.520832
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715108
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939818
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175985
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425956
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695205
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985937
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300801
ˆ (379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63306
