¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚!(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.9588
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21107
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57965
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62459
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81647
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.894985
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.124206
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.335844
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.564422
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.813032
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455592
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805444
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191119
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618261
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093845
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673368
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40228
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20048
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2993
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71393
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88191
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24473
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.906048
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.139761
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.356306
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.586127
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.836507
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.107778
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829393
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217623
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64768
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126718
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711012
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4601
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26768
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38774
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84913
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13524
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9176
é(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.91705
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.151703
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.376939
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.608007
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.860177
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.133462
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853425
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244192
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677191
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159665
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748481
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50616
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33522
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47627
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00607
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39253
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87348
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.927989
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.163579
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.39774
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.630369
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.884039
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.159365
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.472354
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270798
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706773
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192758
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785755
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54958
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40306
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56495
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16459
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65376
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69922
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.938861
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.175385
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.418706
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.652982
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.908097
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.185484
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.499288
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297453
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73645
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225904
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822783
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59275
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4712
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6682
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32467
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91884
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35327
‹ (336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.949664
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.187118
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.439839
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.675782
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.932343
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.21182
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.526381
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.87921
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76615
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259194
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859601
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63566
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53962
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78738
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48612
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18773
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97473
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.960395
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.198774
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.458018
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.698763
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.956782
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.238369
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.553635
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.909184
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795941
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292491
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896116
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67829
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5966
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90734
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.649
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47806
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.971051
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.210352
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.470638
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.721926
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.981408
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.265132
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.581048
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.939345
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.340613
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325875
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932394
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72069
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67871
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02806
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81324
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80846
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.981632
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.221848
¡ (336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.483172
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.745271
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.006221
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.292107
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.608612
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.969685
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.373115
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359341
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968377
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76273
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76113
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14954
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97875
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15558
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.992132
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.233259
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.495615
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.768795
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.031444
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.319291
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.636327
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.000202
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.4057
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392871
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00406
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82092
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84369
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27167
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14547
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55303
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.00255
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.244583
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.507965
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.792496
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.057126
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.346683
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.664191
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.030892
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.43836
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.929762
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03944
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88978
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92645
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39448
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31722
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95967
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.012882
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.255815
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.520216
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.809016
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.083004
µ (336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.374282
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.693207
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.061753
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.47109
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.966535
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0784
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95861
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01243
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51603
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51512
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37545
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.023129
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.266956
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.53237
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.822325
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.109079
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.402086
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.72358
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.092782
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.504305
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.003401
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.566775
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02749
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09817
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62492
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71513
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97827
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.033285
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.277999
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.544421
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.835525
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.135352
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.430094
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.754186
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.123976
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.538868
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.040349
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.608623
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09628
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18359
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73361
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91727
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67318
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.043349
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.288944
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.556365
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.848608
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.161818
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.458301
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.785023
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.155327
Ø (336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.573624
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.077371
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.653019
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.38593
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2686
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84761
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1214
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15502
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.053317
