¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919347
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690976
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003081
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503772
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872135
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09107
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32149
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56429
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28533
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62258
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9784
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35431
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49046
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64812
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81133
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98028
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15517
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33622
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515956
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745243
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992356
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259368
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556815
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88318
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135586
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405974
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696318
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018991
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56472
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906612
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12717
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35936
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60408
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20232
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53539
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88678
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25793
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27395
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4364
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60457
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77863
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95888
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14547
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515049
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744294
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991309
¹(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258222
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558015
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88592
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140538
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411268
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701996
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073545
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626287
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942214
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16444
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39848
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58408
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12164
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45075
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79784
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16431
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5518
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27133
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4363
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60704
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78384
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96686
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514121
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743303
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990228
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258385
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559151
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887184
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145765
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416883
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708001
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128576
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688435
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978929
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20295
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43884
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32027
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04327
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36855
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7115
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08771
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50498
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11168
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27355
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44112
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61458
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79418
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513212
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742304
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989147
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259401
¹(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560263
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888401
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151264
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422782
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714348
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184073
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751142
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01677
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24263
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41355
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40648
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97595
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32702
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69844
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09191
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46716
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9572
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1161
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28061
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45092
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62726
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512285
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741292
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988108
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260369
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561298
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889541
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157103
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429038
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730405
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240057
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814487
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05582
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28353
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58213
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45882
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9809
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33223
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70392
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09771
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43008
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80773
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96383
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12541
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2927
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46586
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511354
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740287
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987006
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261259
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562304
¸(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890605
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163217
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435551
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780612
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296502
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877767
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09599
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2157
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62818
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48171
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98722
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33887
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7109
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10512
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39507
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63028
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81652
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97531
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13966
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30982
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510409
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739263
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985892
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262112
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563232
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891645
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16961
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442412
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83119
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353419
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917274
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13741
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89572
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64828
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48586
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99489
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34693
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71941
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08356
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36201
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65338
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62458
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83013
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99169
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15895
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509439
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738247
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985813
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26294
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564124
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892577
·(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176315
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449641
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882181
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410775
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957928
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94835
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70161
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66845
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46997
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0039
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35643
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72945
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05369
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33099
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62114
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25653
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62278
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84865
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01312
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508491
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737232
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986511
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26368
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564965
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893501
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183305
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457131
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933492
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468572
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999781
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84217
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58012
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68869
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45474
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01429
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36739
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74099
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02569
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30195
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59092
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90555
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2566
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6252
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87212
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507516
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736161
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987167
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264383
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5657
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894345
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190611
»(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502984
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985201
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526855
