¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Þ(333.30, 7.43, 363.47) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.53294
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46064
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73298
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18747
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67871
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08397
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51808
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64268
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823149
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01647
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224029
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447289
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690626
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956666
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715004
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038141
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390827
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733845
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851494
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987324
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128828
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276254
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429932
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590238
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757623
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932405
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13442
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3572
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5916
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83854
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09891
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34849
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63626
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08142
Ù(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56397
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98596
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41139
(332.34, 7.49, 364.76) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.67326
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.643544
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824072
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01746
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225093
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448156
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692648
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958859
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24825
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046237
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399664
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790584
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925432
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063816
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207919
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35811
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514769
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678166
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848788
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03161
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24848
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47651
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71658
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96955
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2362
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54393
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98034
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45295
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89312
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31043
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7578
(332.34, 7.49, 364.76) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.35799
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644466
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825059
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018518
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226231
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449103
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69474
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961128
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250723
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054479
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408678
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80289
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001607
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142566
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289433
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442497
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602178
å(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76879
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942844
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14437
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36637
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59988
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84585
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10521
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45573
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88381
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34698
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80516
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21481
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65361
(332.34, 7.49, 364.76) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.85278
(332.34, 7.49, 364.76) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.05441
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.645446
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826108
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019643
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227282
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450913
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696901
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963472
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253274
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.569422
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417874
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815193
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080011
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22369
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373364
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52947
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692282
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862281
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0446
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26081
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48817
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72749
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97966
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.232
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79156
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24585
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72177
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12413
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5549
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98069
(332.34, 7.49, 364.76) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.10978
(332.34, 7.49, 364.76) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.10854
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.646486
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827219
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020834
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228311
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452975
è(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699131
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965893
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25591
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.5723
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427235
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827478
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160766
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307227
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459878
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619114
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785227
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958723
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15972
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38119
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61419
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85952
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10491
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70326
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14913
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63224
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03818
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46135
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86176
(332.34, 7.49, 364.76) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.38092
(332.34, 7.49, 364.76) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.37627
(332.34, 7.49, 364.76) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.37496
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.647583
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828394
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.022093
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.229415
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455101
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.701431
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968388
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258625
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575268
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436724
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83975
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243906
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.393301
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549015
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711509
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881076
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06271
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27867
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50564
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74446
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98338
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21747
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05646
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53054
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95666
ß(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37258
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74873
(332.34, 7.49, 364.76) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.48297
(332.34, 7.49, 364.76) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.47488
(332.34, 7.49, 364.76) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.47016
(332.34, 7.49, 364.76) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.46879
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.648741
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829632
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023268
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230594
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45729
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703798
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970957
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261422
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.578325
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.925158
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852015
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329556
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481972
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640923
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806765
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979918
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1803
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40157
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63429
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86714
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09471
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9676
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43307
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87924
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28835
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64128
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98075
(332.34, 7.49, 364.76) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.74812
(332.34, 7.49, 364.76) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.73937
(332.34, 7.49, 364.76) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.73403
(332.34, 7.49, 364.76) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.73208
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649955
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830931
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024434
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231848
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459542
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.706234
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9736
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.2643
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.581469
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.930633
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864233
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384944
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573325
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735624
õ(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90501
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08595
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30175
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52861
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75584
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97725
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20967
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33955
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80566
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20833
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53908
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87146
(332.34, 7.49, 364.76) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.49805
(332.34, 7.49, 364.76) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.4861
(332.34, 7.49, 364.76) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.47752
(332.34, 7.49, 364.76) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.47229
(332.34, 7.49, 364.76) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.47043
(332.34, 7.49, 364.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.65123
