¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.63589
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83989
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.935351
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145792
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375746
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625317
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896295
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191503
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516335
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87631
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273796
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.7261
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939602
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57962
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33685
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22809
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9348
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9708
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48336
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02729
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933929
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14483
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374837
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624334
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.895224
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190336
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.515448
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875333
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272716
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.727059
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942202
–(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58252
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33787
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2293
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16119
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05416
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56415
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.18613
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932498
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143847
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3739
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623316
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894118
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.189129
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514505
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.874294
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271564
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.727856
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.253476
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58525
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33853
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23007
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23508
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13863
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65022
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33988
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.931058
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14284
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372932
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622269
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892979
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.187884
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513502
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873188
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270341
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.728489
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.254189
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.849988
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33885
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23042
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26941
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2243
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73914
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.46064
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929669
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141809
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371935
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621187
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891803
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.186603
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.512438
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.872017
“(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.269046
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.728965
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.254723
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.849282
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3388
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23881
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28533
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31109
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.831
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54001
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928693
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.140758
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370908
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620072
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890591
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185283
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511319
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870784
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.267784
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729272
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255072
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.848351
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53359
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24678
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30098
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39907
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92585
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61544
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927697
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.139726
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369852
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618927
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889346
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.183925
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510142
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.869487
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.266641
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729419
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255238
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.847197
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53227
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25434
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31639
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44456
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0203
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.68741
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926681
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.138721
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368766
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617752
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888066
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.18253
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.508908
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.868127
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265418
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729405
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255221
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.845819
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53069
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35456
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33158
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46244
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11573
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.7639
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925645
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137691
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367653
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.616544
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886753
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181098
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507617
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866703
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.264119
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729228
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255022
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.844219
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52885
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35282
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34818
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48005
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21498
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.83611
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924586
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136632
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36651
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615304
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885405
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.179673
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506265
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.865216
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.26274
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.728889
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.254639
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842396
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52623
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35067
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34629
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49731
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.32116
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.90389
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923511
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13555
ı(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365338
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614035
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.884024
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.17839
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504859
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.863668
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.261286
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.728385
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.252663
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.84035
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52183
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34811
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34384
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52024
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43112
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.96715
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922415
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134439
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364139
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612734
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882611
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177059
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503397
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.862057
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.259786
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.727723
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.249435
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.838084
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51724
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34514
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34084
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5139
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54498
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.02579
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921299
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133303
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36291
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611403
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881165
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175671
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501876
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.860381
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.259045
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.726893
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.246107
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.835594
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51247
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34175
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33727
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50707
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97451
†(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.07965
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.920165
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.132141
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361654
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610042
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879685
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.174235
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.5003
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858645
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258162
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.725905
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.242682
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.832885
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50752
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33796
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33315
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49975
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97831
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.12868
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.919012
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130953
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36037
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608649
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878173
(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.172746
