¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(377.54, 15.93, 285.68) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 17.5043
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.650168
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830094
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017844
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220401
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.43838
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673224
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926072
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.197683
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491727
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812175
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.16521
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.553032
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.970376
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.431736
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.934566
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48485
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09064
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77045
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53253
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3957
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37405
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50736
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.74976
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15722
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.82279
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.79782
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644043
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823545
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010534
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212545
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429931
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664114
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916131
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.186951
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.480063
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799526
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.151352
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.537786
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.952967
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.412444
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913309
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46112
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06525
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74273
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50103
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35882
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3291
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45855
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7028
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.10464
 (377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.75579
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.72165
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637994
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.816964
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003335
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204798
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4216
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655132
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906342
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176386
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468583
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.787068
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.137704
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.522773
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.935919
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.393486
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.892469
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43787
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04043
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71564
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47026
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3228
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28518
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41099
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65732
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.05379
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.69093
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.64806
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.632022
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810335
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996244
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197161
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413391
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646282
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896698
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165988
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.457286
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.774808
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124274
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.508003
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.919496
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.374864
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.872046
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41508
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01616
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68919
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44022
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28772
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2423
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36451
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60928
¡(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00464
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.62398
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.5796
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.626126
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803808
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989265
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189638
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405301
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637564
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887206
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15576
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.446175
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.762743
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.111061
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.493476
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.903391
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.356575
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.851994
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39277
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99246
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66336
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41091
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25523
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20042
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31905
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5616
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.95786
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.56252
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.50972
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.620306
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797385
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982396
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182224
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397331
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628973
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877862
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145699
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435247
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750871
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098063
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.479182
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.887601
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.338618
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.832208
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37093
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96931
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63815
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38232
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22359
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16366
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27479
¨(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51535
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.91634
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.51264
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.44235
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95271
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.614564
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791063
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975637
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174923
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389482
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620515
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.868666
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135808
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424501
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739195
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085277
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.46513
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.872121
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.320994
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.812824
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34954
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94671
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61191
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35444
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19279
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13006
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23172
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47052
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87586
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46475
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51572
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88063
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6089
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784847
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96899
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167732
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381755
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612188
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.859621
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.126083
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413943
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727714
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072709
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.451315
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.856961
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.303699
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.79385
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32862
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92466
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58625
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32726
ª(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16284
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09748
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18959
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4271
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82586
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41883
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45452
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81157
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.603312
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778733
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.962454
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160655
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374149
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603995
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850725
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.116529
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403567
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.716429
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.060357
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.437739
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842115
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.286736
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.775278
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30817
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90315
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56117
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30079
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13372
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06591
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14583
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38508
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77751
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.37486
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39584
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7317
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.597804
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772724
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956029
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153692
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366667
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595932
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84198
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107144
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39338
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705339
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04822
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.424405
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.827579
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.270102
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.75711
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28817
­(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88219
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53668
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27501
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10542
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03534
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10322
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.34443
