¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(437.18, 15.13, 251.20) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 18.18838
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52322
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89884
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29027
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70297
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19745
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78381
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38884
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95651
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.91432
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.90958
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478595
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714725
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969756
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238052
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524131
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834972
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173859
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552259
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983597
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462227
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996325
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59599
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0643
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99547
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66068
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0533
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45658
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91702
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71051
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50026
º(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93604
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39952
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80883
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19595
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60405
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03282
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58343
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19822
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77021
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.6939
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.68917
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478521
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714612
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969646
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238559
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524652
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835537
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174491
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552067
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98338
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461993
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996068
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59518
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03143
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9845
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67032
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05878
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46238
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90866
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70115
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3933
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82284
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27953
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72187
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1049
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50856
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91127
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40439
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99153
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5902
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.48098
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.47626
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478351
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714449
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969475
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239017
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525187
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836101
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17509
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551808
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983091
·(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461699
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995722
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56553
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99919
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87363
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.681
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06538
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46941
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90134
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69268
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32096
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71303
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16316
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63791
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01698
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41542
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81147
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27321
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79706
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41627
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.27529
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.27057
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478179
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714228
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969279
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23951
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525712
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836651
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17573
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551453
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982723
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4613
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99527
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53648
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96764
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75798
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69271
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07309
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47761
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91011
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68506
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26211
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62996
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05026
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52265
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93216
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3234
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71519
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14639
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66283
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21764
¶(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.07659
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.07188
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477952
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968998
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239986
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526201
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83721
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176323
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55108
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982281
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460799
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994688
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50805
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93675
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64364
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7023
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08192
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48705
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92018
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67828
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1948
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57906
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95588
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4065
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85033
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23466
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62233
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03059
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53316
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07506
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.88466
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.89185
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477693
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713729
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968698
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240447
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526714
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837789
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176931
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550606
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981763
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4602
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994049
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48024
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90652
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53061
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70799
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0919
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49764
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93151
¾(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67233
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12968
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53034
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90471
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30003
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77146
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14911
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53284
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9369
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40786
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94232
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.69927
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.70637
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477411
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713424
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968327
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240906
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527232
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838336
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177508
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550063
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981157
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459534
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993315
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45299
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87696
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41886
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71246
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10302
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50949
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94416
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65951
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06679
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48374
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85575
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24858
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66743
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06671
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44667
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8466
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28683
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8142
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.52022
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.52724
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477051
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713038
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967953
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241362
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527752
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838869
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178106
¼(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549472
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980503
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458797
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992484
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42636
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84804
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30841
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65939
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10942
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52256
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95808
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60202
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00598
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43527
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80902
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19947
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61222
(436.27, 15.08, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98732
