¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿ (431.85, 14.35, 327.61) (426.17, 14.31, 302.89) (8.74, 13.67, 17.31) Truck 7.039105
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.155484
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.152025
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.149337
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.49108
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619772
¥!(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755563
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.593375
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.567663
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.543009
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.519393
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.296237
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.275425
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.255558
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.236618
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.218589
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.201459
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.185212
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.169835
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.155317
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.141645
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.128809
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.116799
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.105605
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.095219
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.085632
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.076838
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.06883
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.061601
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.055146
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.194029
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.188968
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.184689
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.18119
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.178469
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.481799
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.610026
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.749326
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.626662
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.600773
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.575948
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.552167
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.327663
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.306705
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.286697
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.267622
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.249465
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.232212
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.215847
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.200358
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.185733
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.17196
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.159027
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.146925
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.135646
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.125178
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.115515
š!(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.106649
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.098574
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.091282
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.08477
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.224446
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.219334
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.215011
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.211472
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.208713
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472795
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.60194
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764668
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.661213
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.635139
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.610136
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.586185
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.360281
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.339171
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.319017
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.299802
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.281511
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.26413
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.247643
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.232038
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.217302
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.203422
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.19039
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.178193
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.166822
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.156271
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.146528
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.137587
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.129441
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.122085
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.115512
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.256012
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.250848
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.246477
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.242895
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.240099
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.464062
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.616562
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.780284
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.697062
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.670794
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.645607
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.621479
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.598386
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.372854
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.352549
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.333189
§!(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.31476
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.297245
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.280632
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.264904
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.250052
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.236063
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.222926
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.210629
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.199166
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.188525
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.178699
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.169681
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.161463
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.154038
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.147403
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.288757
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.283538
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.279118
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.275492
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.272657
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.476714
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63144
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796093
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.734245
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.707778
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.682399
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.658085
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.634817
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.407791
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.387328
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.367817
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.349243
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.33159
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.314843
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.29899
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.284018
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.269914
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.256669
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.24427
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.232708
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.221976
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.212064
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.202964
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.19467
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.187175
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.180475
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.322713
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.317439
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.312966
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.309294
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.306417
!(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.490921
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.646535
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812116
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988664
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.746126
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.720547
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.696041
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.672587
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.444013
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.423387
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.403718
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.384994
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.367197
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.350314
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.33433
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.319232
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.30501
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.29165
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.279145
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.267483
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.256654
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.246652
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.237468
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.229095
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.221528
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.214759
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.357914
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.352581
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.348055
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.344335
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.341415
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505326
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.661843
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828415
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006024
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.785877
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.760091
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.735386
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.711741
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.481561
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.460763
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.440933
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.422052
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.404106
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.387079
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.370959
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.355732
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.341385
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.32791
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.315292
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.303524
€!(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.292598
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.282502
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.27323
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.264775
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.257131
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.250291
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.394397
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.389002
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.38442
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.380649
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.377685
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.519944
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677392
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844971
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023652
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214585
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.801071
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.776159
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.752315
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.52047
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.499497
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.479497
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.460454
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.442352
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.425177
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.408915
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.393554
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.379079
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.365481
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.352748
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.340871
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.32984
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.319647
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.310284
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.301744
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.29402
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.287107
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.432197
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.426737
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.422098
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.418273
(432.15, 14.48, 324.12) (426.17, 14.23, 302.99) (8.74, 13.50, 17.12) Truck 5.415263
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534754
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.693138
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861718
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041543
(432.15, 14.48, 324.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233698
