¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(377.57, 15.25, 277.55) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.26696
(377.80, 14.95, 275.74) (379.52, 7.54, 247.87) (1.36, 1.29, 1.33) Tools 13.15435
(377.80, 14.95, 275.74) (379.52, 7.54, 247.87) (1.36, 1.29, 1.33) Tools 13.15288
Ñ(377.80, 14.95, 275.74) (379.52, 7.54, 247.87) (1.36, 1.29, 1.33) Tools 13.15337
(377.80, 14.95, 275.74) (379.52, 7.54, 247.87) (1.36, 1.29, 1.33) Tools 13.15582
(377.80, 14.95, 275.74) (379.52, 7.54, 247.87) (1.36, 1.29, 1.33) Tools 13.16024
(377.80, 14.95, 275.74) (379.52, 7.54, 247.87) (1.36, 1.29, 1.33) Tools 13.16664
(377.80, 14.95, 275.74) (379.52, 7.54, 247.87) (1.36, 1.29, 1.33) Tools 13.175
(377.80, 14.95, 275.74) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 12.96885
(377.80, 14.95, 275.74) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 12.96039
(377.80, 14.95, 275.74) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 12.95388
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.203865
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.367658
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933284
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130247
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341718
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569306
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814906
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080675
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369164
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683384
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026808
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403684
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819076
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279145
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756958
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24601
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75712
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3237
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93952
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50837
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.71506
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.7114
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.70963
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.70976
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.71179
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.71571
(377.80, 14.95, 275.74) (379.52, 7.54, 247.87) (1.36, 1.29, 1.33) Tools 12.94738
(377.80, 14.95, 275.74) (379.52, 7.54, 247.87) (1.36, 1.29, 1.33) Tools 12.93413
(377.80, 14.95, 275.74) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 12.99583
(377.80, 14.95, 275.74) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 12.98733
(377.80, 14.95, 275.74) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 12.98078
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.20772
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.371777
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938591
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135918
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34784
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575906
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822041
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088394
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377558
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692511
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036798
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414666
à(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831218
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292616
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77952
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24742
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7587
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32543
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94319
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.26165
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.25588
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.25193
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.24982
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.24954
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.25109
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.25447
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.25968
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 12.419
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 12.55769
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 12.56867
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 12.58155
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.211645
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.375971
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944002
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141738
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354066
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582625
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829301
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096279
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38611
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701848
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047014
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425902
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843635
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306351
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785694
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24935
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76083
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3278
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 11.84404
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 11.83633
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 11.83039
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 11.82622
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 11.82382
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 11.82319
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 11.82432
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 11.82721
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 11.83187
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 12.11034
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 12.11874
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 12.12896
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 12.14101
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.215638
Ô(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764582
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94953
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147665
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360426
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589468
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836685
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104277
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394811
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711333
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057431
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437336
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856247
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31859
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799981
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25182
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76355
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33085
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.38568
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.37794
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.3719
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.36757
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.36494
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.364
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.36476
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 11.51273
(377.80, 14.95, 275.74) (379.48, 7.54, 249.38) (1.36, 1.29, 1.33) Tools 11.49912
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.70335
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.71113
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.72067
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.73198
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.2197
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769846
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955151
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153692
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366891
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596469
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844233
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112452
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403704
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721025
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068031
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449006
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869139
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328382
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817764
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2548
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76685
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.02915
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.01971
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.01192
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.00579
æ(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.0013
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.99846
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.99726
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.99771
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.99979
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.00352
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.53779
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.52758
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.51911
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.51237
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.223831
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774836
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960866
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159829
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373495
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603551
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851913
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120757
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412753
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730895
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078828
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460896
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878481
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338433
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836126
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27246
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77072
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.68749
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.67807
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.67026
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.66405
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.65944
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.65642
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.65499
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.65516
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.65691
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.72089
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.59201
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.58172
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.57316
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.56635
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.228028
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779798
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966699
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166061
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380203
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610793
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859727
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129248
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421955
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740919
ğ(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089809
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471351
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887803
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348764
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855116
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29319
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.37879
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.36784
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.35846
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.35064
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.34438
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.33967
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.3365
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.33487
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.33479
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.33625
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.79507
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.64849
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.6381
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.62947
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.62258
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606078
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.784803
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972631
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17242
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387042
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61815
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867663
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137866
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431307
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75116
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101028
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479999
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897341
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359375
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873548
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3146
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.36898
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.34234
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.31736
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.29403
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.27235
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.25228
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.23381
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.21693
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.20163
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.18789
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.87123
