¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ!(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.754361
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29105
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2271
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63746
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.79842
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.948675
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.109429
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.281794
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.467039
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.639105
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.81487
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.00287
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.209131
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.449001
ª (380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.709188
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562099
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937173
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349333
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809897
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325731
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907281
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56789
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3497
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30966
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57227
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.806064
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.956841
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.118172
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.291174
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.477129
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.654721
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.831535
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.020689
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.223996
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.465086
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.726649
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58483
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96072
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377192
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84099
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360644
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946783
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61293
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4093
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39341
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56838
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.813794
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.965099
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.127015
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.300664
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.487336
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.67063
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.848517
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.038854
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.242962
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.481459
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.744428
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607839
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987025
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405434
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872561
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396099
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986899
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67091
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46989
¿ (380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4784
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58534
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.821608
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.973448
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.135955
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.31026
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.497661
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.686836
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.865818
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.057366
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.26281
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.498119
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.762522
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631201
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016158
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434093
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.904537
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432047
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02761
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73123
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53146
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56466
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60325
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76151
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.829507
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.981891
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.144997
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.319965
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.508104
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.703341
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.883443
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.076225
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.283038
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.515069
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.780936
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654857
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045189
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463117
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936979
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468548
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06896
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78929
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59402
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65217
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62211
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6869
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.83749
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.990424
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.154135
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.329776
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.518662
Á (380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.720147
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.90139
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.095436
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.303648
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.532311
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.799669
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67884
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073948
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492561
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969924
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505614
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11095
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84766
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65758
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72943
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64198
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61353
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.845557
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.999046
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.163373
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.339693
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.529337
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.733836
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.919666
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.115001
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.324642
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.550182
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.818725
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70453
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103121
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523282
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003318
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54318
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15756
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.907
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72218
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74807
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66281
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58702
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.853706
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.007758
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.172707
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.349718
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.540128
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.745483
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.93827
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.134923
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.346023
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.57319
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.838104
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732107
¥ (380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132696
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556109
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037172
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581347
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21286
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96732
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78788
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76736
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68462
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61193
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.861938
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.016559
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.182137
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.359846
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.551033
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.757257
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.957204
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.155204
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.367797
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.596625
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.857809
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76003
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162726
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589403
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071509
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620005
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26892
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0286
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85882
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7874
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70745
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63795
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.870251
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.025449
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.191665
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.37008
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.562054
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.769156
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.976474
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.175847
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.389967
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.620491
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.87784
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788245
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193131
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623164
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10632
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659254
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32579
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09087
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93097
· (380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80812
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73124
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6695
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.878646
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.034428
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.201287
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.380418
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.573189
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.78118
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.996081
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.196855
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.412532
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.644791
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.8982
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816813
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22397
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657445
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141595
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69907
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38341
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15412
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00434
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82956
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75606
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73082
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.887122
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.043494
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.211007
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.39086
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.584435
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.793328
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.016025
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.218232
(380.18, 10.36, 325.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.435499
