¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş (377.71, 7.74, 345.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47597
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449755
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776249
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126685
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441203
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856489
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44912
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37865
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75904
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13716
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64175
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21348
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782824
‚(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02719
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291937
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58366
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858307
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137504
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438601
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76416
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106547
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419588
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799157
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38454
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3984
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76927
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36443
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91811
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770422
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013821
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282109
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571546
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848863
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127371
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427629
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752295
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086887
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398514
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742414
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32067
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39257
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73944
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63459
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2039
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758012
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004646
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272264
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558449
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839621
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117408
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416856
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740659
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067696
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377946
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711634
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25745
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3659
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36226
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91392
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748526
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995507
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26236
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54549
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830523
ˆ(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107603
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406303
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729236
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048991
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357849
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690037
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19493
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34126
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63534
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740073
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986368
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252474
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532552
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819586
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097988
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395922
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718042
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030758
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338258
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668968
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13313
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31863
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91759
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731543
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977177
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242529
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519703
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805686
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088548
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38576
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707005
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012966
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319197
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648468
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07201
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29802
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49622
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72304
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968002
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232568
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506958
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791894
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079301
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375788
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696215
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995642
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300632
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628518
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01157
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27941
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33772
ˆ(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714489
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958768
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222603
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494252
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778146
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070203
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365972
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685597
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978782
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282552
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609068
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960944
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48162
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1808
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705936
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949525
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212647
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481667
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764529
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061334
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35639
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675236
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962352
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264961
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590172
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940608
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26941
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02546
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697372
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940312
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202625
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469138
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750983
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052611
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347002
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665077
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946411
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247844
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5718
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920796
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05972
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87173
(377.13, 7.88, 344.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 24.01679
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688757
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931045
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192619
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456674
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737544
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041618
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337774
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650763
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9309
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231243
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553916
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921841
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85259
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71957
(377.13, 7.88, 344.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 24.27983
(377.13, 7.88, 344.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 24.02555
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680182
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92176
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18257
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444331
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72418
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027119
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328768
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636696
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915848
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215124
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536592
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935844
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.648
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57713
(377.13, 7.88, 344.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 24.59707
(377.13, 7.88, 344.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 23.40318
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671572
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912479
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172565
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432054
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710936
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012735
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319982
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623015
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901253
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199467
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547722
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970582
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4459
(377.13, 7.88, 344.90) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 22.51631
(377.13, 7.88, 344.90) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 22.34682
(377.13, 7.88, 344.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 23.58865
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662953
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903175
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162366
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419839
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697744
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998476
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311374
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609767
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887094
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190326
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561282
œ(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08849
(377.13, 7.88, 344.90) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 18.27073
(377.13, 7.88, 344.90) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 20.08567
(377.13, 7.88, 344.90) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 22.63362
(377.13, 7.88, 344.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 23.84175
(377.13, 7.88, 344.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 24.34606
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654311
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893895
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151171
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407746
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684663
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984319
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302937
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596921
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873391
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203119
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57517
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2073
(377.13, 7.88, 344.90) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 18.0266
(377.13, 7.88, 344.90) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 19.77856
(377.13, 7.88, 344.90) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 21.75269
(377.13, 7.88, 344.90) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 22.1823
(377.13, 7.88, 344.90) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 24.47533
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645691
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884582
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140002
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395768
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671714
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970272
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29431
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584507
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872324
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216282
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589485
(377.13, 7.88, 344.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32693
(377.13, 7.88, 344.90) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 17.79
