¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.845676
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.750667
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995413
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.241106
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916116
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198354
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498826
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802852
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132969
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490286
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878263
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22003
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56965
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95181
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36432
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61577
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8263
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0465
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27688
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4879
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69343
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90778
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0843
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26254
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44777
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64031
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84051
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04882
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.864913
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06182
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273376
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501235
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74732
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002149
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24835
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917791
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200181
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50476
ì(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790576
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115532
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471424
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857737
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21778
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56825
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95028
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36268
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6545
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86656
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0883
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31879
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51692
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72341
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93881
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12815
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30762
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49414
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68803
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88965
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09944
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.862455
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059181
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270538
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498178
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744011
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009051
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255792
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919767
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202289
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507044
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80032
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453069
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837813
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2163
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56764
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94959
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36197
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69488
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90847
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13184
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34862
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5477
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75525
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97178
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17417
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35495
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54282
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7381
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94123
Ø(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1526
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.860025
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.056575
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267735
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495155
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740743
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006721
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263434
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921962
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204685
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509637
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810562
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116013
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44481
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81848
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21556
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56782
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9498
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36218
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73696
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95218
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1773
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38017
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58036
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.789
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00671
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22242
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40456
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59382
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79064
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99528
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23066
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.857626
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264966
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492167
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737514
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003219
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661528
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924468
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20738
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512528
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821321
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127502
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457201
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813116
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21531
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56881
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95083
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36334
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78074
Ş(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99765
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22037
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41348
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61479
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82464
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0436
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27217
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45647
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64723
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84558
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0519
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42305
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.855256
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051457
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26223
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48922
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734327
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999763
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66412
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927228
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21033
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515732
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832531
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139576
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47019
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827127
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21362
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57057
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95276
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36538
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81213
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04494
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25435
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44864
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65113
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86224
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08251
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3125
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51069
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70307
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90307
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12663
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62307
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852914
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048945
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259531
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486309
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731179
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.996349
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666928
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930239
ö(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21358
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519217
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844209
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15213
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483673
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841719
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23021
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59759
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95618
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3684
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8154
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09405
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29016
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48564
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68937
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90181
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12346
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35492
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56736
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76136
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96309
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32065
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83103
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850594
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.046467
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256865
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483434
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728073
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424447
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66999
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933542
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217103
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523045
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853986
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165235
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497789
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856926
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24963
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63353
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99464
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38292
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81968
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13885
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32771
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52444
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72951
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94333
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16648
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39949
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62648
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82218
é(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03469
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52233
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04739
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848208
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044022
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254234
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480599
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725008
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427543
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673298
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937099
(337.07, 7.34, 334.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220951
