¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(386.35, 14.37, 305.85) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 18.04507
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348489
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463861
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584521
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742183
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922753
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114311
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317924
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534686
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388117
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7608
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44001
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06955
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22407
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.32514
¸(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.903591
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.011924
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.123174
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.179182
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.237233
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.297441
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.359823
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.422321
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.484291
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.548489
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.615099
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684136
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763377
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853967
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948315
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046699
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149292
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25642
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368264
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485217
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60751
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776969
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960306
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154919
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361858
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30803
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10482
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28675
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90827
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04361
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.05243
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.875691
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.98265
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.080937
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.135886
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.192818
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.251823
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.312958
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.376338
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43802
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.501008
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.566301
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634043
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.704268
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777185
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868504
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96406
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063675
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167654
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276171
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389604
·(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508153
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638002
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813633
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999888
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19773
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230524
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537584
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47505
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75252
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86957
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.78927
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.848343
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.953961
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.03994
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.093819
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.149658
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.20749
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.26745
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.329592
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.393096
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454906
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.518975
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.58543
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654345
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725825
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800035
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884304
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981142
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082085
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18748
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29751
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412524
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532821
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673781
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852273
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041619
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242851
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456804
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81023
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57558
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70173
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.53528
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.821555
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.925872
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.000039
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.052919
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.107675
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.164422
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.223235
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284168
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.347402
µ(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410164
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47304
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.538234
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.605848
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.676005
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.748826
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824398
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90287
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999555
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10192
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208792
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320455
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437157
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55924
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711573
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893057
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085623
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37875
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698419
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87913
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53988
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.2901
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.795272
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.898307
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.961241
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.013127
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.066869
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.122543
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.180238
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.240069
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.302059
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.366364
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428476
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.492479
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558864
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.627727
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699145
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773317
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850296
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930305
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019444
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123294
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231715
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345048
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463546
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587543
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751415
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935996
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132053
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61698
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9568
º(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38374
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.05338
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.769489
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.871311
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.923506
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.97445
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.027228
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.081871
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.138515
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.197198
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.258033
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.32114
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.385176
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448045
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.513288
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580863
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.650994
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723811
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.799378
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87786
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959414
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04417
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146255
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256336
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371423
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491776
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617816
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793466
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981372
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538246
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871776
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21031
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.82479
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.744237
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.838499
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.886845
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.936851
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.988643
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.042329
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.097953
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.155571
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.215303
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.277264
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341454
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.404951
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.469003
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.53542
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.604313
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.675807
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750028
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827054
¸(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907111
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990287
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076752
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170837
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282656
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399626
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521984
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657585
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837861
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462125
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789572
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14485
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.60402
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.7195
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.803681
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.851113
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.900288
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.951195
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.003902
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.058514
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.115137
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.173793
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.234617
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.297663
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.363094
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.426064
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491358
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.559041
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629281
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702181
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777848
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.856459
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938104
(388.10, 14.51, 305.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02299
