¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
â(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863842
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39733
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36049
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44298
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68406
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69999
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54038
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4676
(335.90, 7.49, 352.11) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 20.35341
(335.90, 7.49, 352.11) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 20.33148
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.41593
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.40055
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.38838
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.37941
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.37364
(335.90, 7.49, 352.11) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.74833
(335.90, 7.49, 352.11) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.74447
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194139
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430718
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.687126
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964811
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.26665
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597024
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974495
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421994
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924114
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.423351
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.938151
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51411
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82089
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56079
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40162
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36539
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44817
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70048
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61189
â(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.41389
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.39304
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.37498
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.35969
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.45771
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.43975
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.42502
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.41351
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.4052
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195523
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432216
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688751
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967684
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.270062
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600766
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.964234
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.379539
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.876307
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.426755
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.941948
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51837
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82423
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56458
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40591
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37037
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46234
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.717
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53733
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.08626
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.06092
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.03835
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.20929
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.69045
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.67228
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.65738
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.64572
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.6373
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196829
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433631
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690288
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969357
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273376
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.604402
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.968242
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.369961
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.828705
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.383234
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.945697
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52258
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82759
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56834
ê(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41025
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37534
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47662
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73376
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46484
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.14161
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.1162
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.09355
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.22223
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.93161
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.91322
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.89813
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.88632
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.87779
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198061
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434965
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691736
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970934
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.275579
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.607933
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972133
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.374268
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.82051
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.329562
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.949401
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52674
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83095
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57217
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41461
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38034
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49102
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68609
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39432
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16817
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.17453
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.15181
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.23573
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.18154
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.16292
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.14764
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.13568
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.12703
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199214
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436214
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693092
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972413
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277195
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.61103
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975904
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.378444
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.825158
ï(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.323665
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.891498
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53084
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83435
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57598
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41897
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38535
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50426
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62304
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32574
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09326
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.23598
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.21318
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.29355
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.44063
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.42177
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.40629
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.39416
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.38539
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200291
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437381
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694359
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.973793
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278706
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612688
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979557
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382488
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.829662
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.328707
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.889104
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52635
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83774
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57985
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42337
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39043
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51015
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56181
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2591
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05012
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.30058
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.2777
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.35426
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.70927
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.69016
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.67447
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.66218
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.65328
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201292
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438462
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695534
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.975074
ç(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.280104
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.614225
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981737
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.386398
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.834016
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.333582
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.894599
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52905
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84114
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58374
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42781
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39553
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51611
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50503
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2381
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04211
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.3684
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.34542
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.41793
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.98789
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.96853
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.95262
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.94016
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.93112
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202213
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439461
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696618
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976255
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281397
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.615644
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.983302
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.389575
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.838223
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.338291
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.899908
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53507
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8446
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58763
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43224
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40065
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52206
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49957
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23211
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03553
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.43948
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.41642
(335.90, 7.49, 352.11) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.4846
(335.90, 7.49, 352.11) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 20.65071
(335.90, 7.49, 352.11) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 20.6354
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.24119
(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.22855
×(335.90, 7.49, 352.11) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.21938
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203058
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440375
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697612
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977337
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282581
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616942
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984735
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.391164
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842278
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.342834
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.905028
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54089
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84806
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59154
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43673
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40581
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52808
