¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.06694
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.30305
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.28894
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.2767
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.26631
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.25776
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.25106
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.24619
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.24315
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.73755
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929245
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135136
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356824
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.596155
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318991
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619473
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946908
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305022
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698338
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132175
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613043
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14898
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73992
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38513
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11478
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.46216
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.43462
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.40904
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.38542
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.36372
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.34395
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.32607
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.31008
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.29596
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.28371
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.27331
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.26476
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.25805
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.25317
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.25013
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.737283
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928958
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134828
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356493
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595797
‹ (441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.242626
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.215948
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.190536
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.166368
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.143424
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.121688
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.101139
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.081762
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.063543
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.046466
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.030517
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.065945
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.44361
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.41801
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.39437
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.37266
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.35286
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.33497
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.31896
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.30483
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.29257
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.28216
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.2736
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.26688
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.26199
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.25894
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.737043
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928702
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134553
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356197
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041646
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.058894
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.032921
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.008179
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.984651
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.962316
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.941154
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.921153
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.902294
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.884562
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.867942
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.852424
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.070323
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.45449
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.42887
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.4052
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.38346
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.36364
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.34573
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.32971
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.31556
û(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.30328
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.29286
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.28428
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.27755
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.27266
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.2696
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736835
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928479
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134313
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355936
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.911791
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.885258
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.859949
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.835841
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.812915
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.791154
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.770538
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.751051
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.732679
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.715405
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.699218
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.684103
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.074882
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.46726
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.4416
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.4179
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.39614
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.3763
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.35836
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.34231
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.32815
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.31585
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.30541
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.29683
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.29009
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.28518
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.28212
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736658
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928287
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134108
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.773909
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.746818
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.720942
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.696259
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.67275
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.650394
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.629173
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.609072
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.590072
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.572159
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.555319
ÿ(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.539539
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.644731
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.07962
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.48192
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.45623
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.4325
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.41071
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.39083
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.37287
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.3568
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.34261
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.33029
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.31984
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.31124
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.30448
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.29957
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.29649
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736508
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928128
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133937
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.616941
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.5905
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.565246
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.541156
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.518212
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.496395
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.475688
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.456072
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.437531
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.420054
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.403624
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.388229
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.649057
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.198585
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.4985
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.47277
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.449
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.42717
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.40726
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.38927
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.37317
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.35896
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.34662
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.33614
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.32752
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.32075
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.31583
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.31274
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736388
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.495037
’ (441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.468031
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.442205
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.417539
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.394011
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.371604
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.350296
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.330073
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.310917
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.292813
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.275748
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.259706
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.268866
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.653544
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.246397
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.517
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.49122
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.46741
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.44554
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.4256
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.40757
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.39144
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.3772
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.36484
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.35434
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.3457
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.33891
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.33397
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.33088
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736299
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328925
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.352998
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.326602
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.30136
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.27725
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.254256
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.232357
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.211534
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.19177
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.17305
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.15536
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.138683
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.123009
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 6.272981
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.313717
(441.19, 14.73, 256.78) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.295951
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.53744
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.51161
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.48775
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.46584
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.44586
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.42779
œ (441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.41163
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.39736
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.38496
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.37444
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.36578
(441.19, 14.73, 256.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.35897
