¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (431.30, 10.28, 363.10) (409.37, 2.34, 366.37) (8.52, 3.34, 3.88) Truck 2.855856
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363112
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50533
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654641
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81161
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929889
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004568
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082285
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163132
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247249
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334735
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425763
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520498
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619062
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721651
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828458
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940481
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096496
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259837
¹(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431063
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771289
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.462174
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.650314
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85311
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072193
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309627
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567685
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849173
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157328
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373087
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515719
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665505
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822932
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988568
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070504
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149658
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232004
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317665
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406762
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499502
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59599
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696409
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800951
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909787
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048015
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207869
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375306
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550868
(431.36, 10.28, 363.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85963
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979453
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298128
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648872
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938345
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243609
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575027
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947737
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436123
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01626
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71914
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73955
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42575
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22439
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18878
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30805
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77609
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49087
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7814
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91859
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99586
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54616
¸(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77251
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00803
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.253
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50789
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7731
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05194
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34743
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967508
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284986
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634355
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939087
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244435
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57591
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93696
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360985
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913826
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64213
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65913
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41331
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13481
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08049
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19881
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62534
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41214
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69599
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89948
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96069
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65634
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88503
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12293
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37046
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63284
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90872
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19593
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49495
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955398
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271688
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619698
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940061
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245488
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577022
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938244
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333059
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815674
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57539
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57884
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40139
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12142
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97412
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09815
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49134
»(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29193
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61824
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89608
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93697
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77184
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00299
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25018
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50808
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77644
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05572
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34647
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64917
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943181
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258319
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604917
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941288
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246764
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57845
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939747
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334726
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768194
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50871
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49865
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39003
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10865
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91867
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99901
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35954
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10103
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5427
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89537
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93618
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89849
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14095
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39324
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65465
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92643
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20928
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50377
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81039
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930887
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244792
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590007
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942681
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248334
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580133
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941589
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336731
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765969
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44207
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41868
»(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37916
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09647
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90489
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9014
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24253
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94223
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46937
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89735
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93836
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03385
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27934
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53477
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80056
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07716
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36511
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66486
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97701
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918462
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231139
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574974
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94437
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250117
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582059
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943705
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339048
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761167
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37555
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33893
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36887
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08492
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89185
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86562
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12816
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78631
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41587
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85944
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96073
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16032
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42377
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68248
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95172
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23194
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52361
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82728
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905961
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217394
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559807
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937983
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252142
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584292
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946123
·(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336842
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756734
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30909
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25944
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3591
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.074
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87948
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83468
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03787
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63324
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36497
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79058
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98772
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19036
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57443
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83663
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10947
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39344
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71161
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893327
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203535
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544553
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921047
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254447
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586781
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948803
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33318
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75276
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24284
(431.39, 10.28, 362.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18017
