¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.02114
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.994885
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.972904
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.952103
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.932451
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.913926
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.896511
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.880184
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.864929
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.850732
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.837567
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.82544
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.814317
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.804202
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.795079
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.786933
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.779759
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.773558
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.772899
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.784389
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.809435
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.851709
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.921149
  (399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.071942
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.032331
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.008465
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.985816
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.964357
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.944054
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.924895
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.906853
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.889912
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.874053
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.859254
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.845505
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.832788
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.821095
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.810406
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.800715
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.792013
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.78429
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.777533
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.771742
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.771133
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.782558
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.807457
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.849429
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.918155
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.063659
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.034738
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.01134
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.989145
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.968141
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.948289
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.929569
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.911966
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.895459
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.880021
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.86565
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.852328
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.840029
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.828754
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.818484
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.809206
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.800917
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.793615
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.787281
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.781902
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.781375
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.793176
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.818953
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.862741
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.935938
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.140497
 (399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.049858
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.026915
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.00517
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.984607
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.965191
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.946921
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.929759
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.913687
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.8987
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.884775
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.871893
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.860043
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.849218
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.83941
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.830585
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.822764
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.815924
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.810067
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.805167
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.804789
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.817529
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.845573
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.894218
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.981122
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.079363
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.056916
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.035682
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.015624
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.996731
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.978975
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.962332
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.946788
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.932335
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.918953
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.906625
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.895338
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.885082
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.875846
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.86763
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.860408
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.854191
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.848957
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.844714
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.844666
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.859344
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.892264
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.952779
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.103917
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.127537
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.105799
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.085279
‹ (399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.065959
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.047808
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.030817
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.014961
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.000233
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.986603
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.97406
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.962615
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.952222
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.942899
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.934627
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.927384
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.921184
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.916017
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.911886
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.908771
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.909597
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.928875
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 4.975093
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.094287
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25628
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0155
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.206146
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.185886
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.166903
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.149185
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.132727
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.117508
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.103513
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.090732
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.079157
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.068821
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.059687
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.051757
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.045077
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.039614
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.035424
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.032504
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.030901
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.030678
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.031867
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.037531
(399.76, 14.04, 246.79) (419.69, 8.60, 241.72) (0.81, 2.16, 0.81) Human 5.088173
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57506
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84559
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19883
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.619
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454989
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710037
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997271
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306886
¹(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646146
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020106
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319239
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609619
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922815
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261506
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491986
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615688
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797887
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989098
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18999
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40116
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6234
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80556
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97349
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14895
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33237
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54003
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8172
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14411
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59907
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83059
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451132
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705838
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990849
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299318
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637852
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010933
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318752
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609097
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922227
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277103
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515887
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626844
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742321
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929763
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12808
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33656
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55587
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76324
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92981
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1038
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28569
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51512
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79105
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09206
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54303
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03163
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44731
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701679
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983972
¶(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291776
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62955
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001766
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31879
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609129
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92227
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30513
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541373
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653009
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769216
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890209
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06845
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27431
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49086
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71886
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88832
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06095
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24135
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49233
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76716
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05786
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48984
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9742
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443489
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697517
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97709
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284265
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621258
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992621
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319359
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609727
(399.76, 14.04, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922924
