¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(363.70, 7.12, 353.08) (332.28, 1.44, 368.85) (0.81, 2.16, 0.81) Human 18.49469
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.785542
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.419489
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741389
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990145
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259408
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551829
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.794512
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.764164
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.662942
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.640051
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.618437
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.598075
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.578943
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.561023
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.799216
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.041311
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.135524
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.323
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61693
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.860021
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.370007
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.938777
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.55643
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.132983
å(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.110839
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.089873
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.070063
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.0042
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.972836
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.55279
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.813916
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.791571
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.770517
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.750734
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.732199
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.812597
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.002697
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.096296
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16455
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41908
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.552655
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.100427
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.700528
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.101627
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.079598
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.058741
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.039032
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.020452
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.00298
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.986598
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.971289
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.957036
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.997536
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.070536
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.915446
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.897521
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.965723
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.075449
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.756576
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20989
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.746137
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.271153
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.852314
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.071619
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.049701
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.028948
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.009336
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.990847
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.973461
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.957156
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.94192
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.927734
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.976626
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.048947
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.124414
à(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.94169
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.930343
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.277119
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07384
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00525
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.451688
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.012371
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.042925
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.021113
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.000459
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.980942
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.962539
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.945233
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.929005
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.913837
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.899715
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.956594
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.028266
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.10305
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.907816
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.896514
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.465259
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08519
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80956
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.642848
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.18135
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.015512
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.993802
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.973242
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.953815
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.935496
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.918268
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.902112
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.887011
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.87295
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.937425
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.008479
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.082613
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.486298
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.864201
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.482552
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12562
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77268
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.359962
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.989348
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.967734
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.947268
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.927924
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.909686
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.892531
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.876444
Ş(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.861408
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.851532
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.919102
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.989569
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.063085
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.497998
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.833363
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.499612
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16549
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73737
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.549013
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.964406
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.942884
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.922504
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.903243
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.88508
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.867998
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.851977
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.837
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.834576
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.901615
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.971522
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.04445
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.509518
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.846523
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.516427
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20484
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71672
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.940655
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.919222
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.898925
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.879741
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.861651
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.844637
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.828678
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.81376
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.818414
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.884948
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.954324
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.050824
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.520854
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.859822
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.532992
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20302
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70358
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.918072
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.896722
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.876503
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.857395
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.839374
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.822424
×(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.806526
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.791663
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.803034
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.86909
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.937964
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.06013
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.532005
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.872908
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.549296
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17567
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69178
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.89663
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.87536
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.855217
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.836178
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.818223
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.801335
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.785494
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.770684
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.788427
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.85403
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.922427
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.069272
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.54296
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.885772
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.565335
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11341
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68134
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.876307
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.855113
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.835041
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.81607
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.798178
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.781347
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.765561
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.7508
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.774581
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.839756
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.907704
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.078245
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.55372
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.898411
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.83808
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05244
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66171
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.857082
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.83596
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.815956
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.797048
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.779215
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.76244
Ş(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.746704
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.731992
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.761487
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.826258
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.893784
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.087045
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.564277
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.910814
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.854166
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99279
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79871
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81796
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.838934
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.81788
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.797939
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.779091
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.761315
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.744592
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.728904
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.714237
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.749135
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.813527
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.880653
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.095673
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.574628
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.922982
(361.09, 6.96, 353.15) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.869954
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93448
