¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.62924
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68387
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98235
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.08837
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.06006
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.70343
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.0688
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.04941
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.03261
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.0184
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.00675
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.99765
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.99445
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563233
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839046
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140471
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471276
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83579
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239379
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688585
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191507
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758291
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42367
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19789
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09884
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14021
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18093
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48463
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80929
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.01048
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.98083
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.62009
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.98934
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.9701
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.95344
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.93935
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.9278
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.91878
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.91564
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545407
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819593
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119181
¢ (431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447855
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809922
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210693
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656552
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155551
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717582
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3729
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13909
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03003
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98288
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97085
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29043
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64039
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.59396
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.97789
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.9851
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.85812
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.83911
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.88106
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.86707
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.85562
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.84669
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.84027
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527605
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800211
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097954
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424511
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784118
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182082
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624652
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119711
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677103
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32236
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08066
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96173
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82942
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79289
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06256
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.9629
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.93348
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.90671
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.88256
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.57585
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.89974
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.7506
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.76627
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.75493
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.75128
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.75814
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509895
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780842
¼ (431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076777
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401235
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758484
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153587
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592894
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084096
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636848
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27212
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02263
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90092
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67976
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6196
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.92469
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.70567
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.67687
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.65066
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.62702
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.60591
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.58733
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.57125
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.69744
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.68619
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.68188
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.68866
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.82353
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.82218
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492218
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761557
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055696
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378085
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732905
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125257
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56129
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048676
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596867
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22214
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96491
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84757
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60719
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.89203
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.85767
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.63981
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.61118
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.58513
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.56164
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.54067
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.52221
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.50623
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.6318
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.62064
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.61567
´ (431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.62238
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.75734
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.75603
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474573
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742362
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034688
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355021
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70745
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09705
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529849
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013431
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557055
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17264
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9076
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7943
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60279
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.82799
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.79382
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.57707
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.54861
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.52272
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.49936
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.47852
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.46018
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.44431
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.56928
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.5582
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.55259
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.55922
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.85208
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.88892
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457054
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723233
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013741
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332034
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682117
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068966
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49857
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978365
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517568
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12774
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85824
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74117
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.19547
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27989
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.73309
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.51739
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.48909
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.46334
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.44012
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.41941
¹ (431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.40117
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.3854
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.5098
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.49879
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.49255
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.49911
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.50812
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439514
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704175
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992936
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309151
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656893
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041023
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467491
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943543
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478275
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08314
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81304
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68819
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.1458
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27675
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.6754
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 10.90973
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 10.88508
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 10.86266
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 10.89105
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.36325
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.34512
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.32944
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.4533
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.44237
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.4355
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.44199
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.45092
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422099
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685215
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972149
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286386
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631806
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013239
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436564
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908922
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439264
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03881
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76794
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63536
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 10.99885
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 10.99357
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 10.99801
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 10.87453
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 10.88318
° (431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 10.89396
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.33049
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.30999
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.29196
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.27637
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.39972
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.38885
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.38136
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.3878
