¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
† (401.44, 14.17, 246.12) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.925999
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69019
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47036
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39464
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39989
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55753
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91829
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51414
(401.70, 14.17, 245.97) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 20.22432
(401.70, 14.17, 245.97) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 20.14819
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.444199
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.643263
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.854673
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084018
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334228
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606577
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90394
ª(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224076
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57883
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974011
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397648
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.870725
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.406114
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00792
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69015
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46931
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38896
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39154
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54558
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89955
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47899
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52723
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00402
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.445271
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644302
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.855797
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08533
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.335655
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608088
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905598
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.2252
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580328
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974168
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397827
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.870924
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.406749
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00842
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69059
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46879
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.384
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38298
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53475
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8726
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49996
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44786
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90355
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.446417
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.645442
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.85703
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086753
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.337205
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60974
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907196
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226521
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.582019
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974595
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.398305
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.871458
¨(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.407564
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00884
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6915
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46882
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37977
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37396
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52061
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85207
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45977
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37121
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81353
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.447637
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.646681
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.858369
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088291
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338879
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611531
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908576
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228037
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583904
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975288
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399077
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.87262
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.408753
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00966
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69289
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46939
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37628
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3659
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50724
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83661
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4215
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2973
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73577
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.448928
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.648021
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.859818
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089941
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340676
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613464
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910136
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22975
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585983
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976248
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.400147
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.874152
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.410319
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01092
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69476
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4705
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3735
ü(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35882
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49508
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82246
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38515
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21423
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66147
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.450293
(401.70, 14.17, 245.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649459
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.843583
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.811278
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.790579
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.770981
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.75248
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.735045
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.718652
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.703302
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.688968
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.675634
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.663306
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.651947
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.641541
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.632094
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.623599
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.616024
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.609408
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.603694
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.598906
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.595027
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.592062
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.589988
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.599783
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.648444
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.864216
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.775594
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.734216
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.711466
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.690715
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.671062
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.652483
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.634948
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.618439
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.602958
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.588452
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.574943
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.562401
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.550818
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.540171
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.530462
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.521667
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.51379
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.506828
¢ (401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.500751
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.495567
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.491282
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.487869
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.485349
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.490679
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.513416
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.560629
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.676004
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.763553
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.706966
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.675171
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.653402
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.632743
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.613155
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.594631
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.577133
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.560663
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.545199
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.530718
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.517207
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.504654
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.493043
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.482373
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.472609
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.463767
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.455821
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.448781
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.44262
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.437343
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.432945
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.429415
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.426756
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.430955
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.448599
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.482699
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.542425
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.712986
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.665861
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.637897
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.616189
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.595577
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.576041
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.557553
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.540098
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.523654
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.508204
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.493735
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.480227
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.467671
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.456058
œ (401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.445361
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.435584
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.426708
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.418728
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.41164
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.405428
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.400095
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.395626
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.392025
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.389296
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.392982
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.408378
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.437451
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.485398
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.684389
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.641489
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.615162
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.593472
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.572874
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.553344
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.534862
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.517405
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.500958
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.485505
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.471023
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.457504
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.44493
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.433283
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.422565
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.412749
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.403842
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.395833
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.388691
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.382435
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.37705
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.372533
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.36887
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.36608
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.3695
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.383756
(401.70, 14.17, 245.97) (385.27, 8.06, 258.28) (0.81, 2.16, 0.81) Human 4.410408
