¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 3.963183
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715547
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857978
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027099
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238041
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491841
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717315
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956919
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211895
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493801
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9267
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40307
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87949
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.2664
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.436059
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61818
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809463
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01274
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231998
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446527
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658243
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88571
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046064
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132026
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221563
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314791
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411935
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51319
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618735
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728839
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843694
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987158
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165495
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415714
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637035
¶(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872114
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122176
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38862
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762617
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22304
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71005
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.267138
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.436852
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619055
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811016
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014424
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233801
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440053
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651331
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878321
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057988
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144328
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234177
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327782
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425325
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526954
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632935
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743486
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858812
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97923
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123501
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342308
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5597
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790457
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035828
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297152
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6057
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05112
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53145
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.268058
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437859
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620081
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812849
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016355
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23588
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434059
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644895
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871387
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071062
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157734
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247978
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342004
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439914
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542039
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648462
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759454
´(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875313
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996249
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122543
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271597
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48519
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71184
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952734
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209174
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482653
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886883
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36091
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.269146
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43902
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621371
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814878
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018557
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232163
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428517
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638964
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865032
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08523
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172289
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262947
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357398
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455799
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558322
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665274
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776834
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89322
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014763
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141509
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234795
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413389
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636138
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872771
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124556
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392945
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72989
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18926
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.270394
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440361
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62279
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81719
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021021
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227393
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423409
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633499
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85919
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100512
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188002
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279104
³(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373999
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472896
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575969
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683431
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795539
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912555
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0347
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139622
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230776
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382391
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56582
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795846
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043176
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306733
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588009
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02474
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.27185
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.44192
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.624475
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.819724
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02376
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223053
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418785
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628548
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853843
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096467
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204868
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296432
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391869
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491282
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594884
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702969
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815648
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933328
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051676
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139252
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230389
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356333
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538569
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730702
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964955
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223855
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50011
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867527
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.273453
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.443634
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62629
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822506
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02675
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21914
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414602
¸(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624082
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849078
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091299
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222897
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314996
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410939
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510928
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615146
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723835
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837225
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955525
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05273
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140318
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23148
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331892
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513052
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703998
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905499
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144231
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415652
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717184
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.275217
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445543
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.628361
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825048
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029967
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215677
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410898
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62011
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844803
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086695
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242126
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334789
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431327
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531884
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636765
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746119
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860165
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970982
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055218
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142876
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234079
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32901
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489237
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679072
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879395
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09097
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334574
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619514
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.277178
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.447647
µ(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630589
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82742
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030268
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212626
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407606
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616594
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841054
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082655
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262556
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35579
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452941
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554165
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65969
(431.28, 10.27, 363.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769772
