°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07819
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363826
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625998
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.913641
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226721
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57132
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.951579
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911579
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4094
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968191
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59976
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31907
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14572
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10531
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2326
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.99024
ß(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.96475
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94188
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.9216
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.9039
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88876
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87616
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86609
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85854
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8535
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85097
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85095
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85343
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111084
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35115
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612191
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898183
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20976
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552357
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440535
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88399
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378508
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933422
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56033
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.274
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0937
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04463
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1609
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.99163
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.96614
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94326
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.92298
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90528
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89013
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87753
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86746
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85991
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85487
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85234
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85231
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8548
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.099469
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338544
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.598464
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.88282
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192907
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018486
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415916
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85661
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347922
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898978
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52126
∑(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22938
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04221
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98464
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09002
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.99555
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.97005
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94717
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.92688
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90917
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89402
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88141
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87134
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86378
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85874
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85621
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85619
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85868
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087825
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32601
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584818
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867553
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176164
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996398
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391468
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829454
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317567
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864841
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48258
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1852
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99127
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92528
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02004
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.00201
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.9765
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.9536
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.9333
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91559
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90043
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88781
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87773
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87018
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86513
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8626
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86257
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86506
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.075808
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313549
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571254
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.852285
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618342
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974477
…(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367233
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802508
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287453
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830992
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44428
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14146
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94092
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86663
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95089
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.01102
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.98549
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.96257
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94226
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.92453
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90936
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89674
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88665
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87908
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87404
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8715
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87148
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87396
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.064343
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301164
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557775
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275946
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598541
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95268
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343197
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775815
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257625
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797467
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40633
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09818
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89105
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80864
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88258
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.02258
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.99703
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.9741
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.95376
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93601
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.92083
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90819
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89809
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89052
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88547
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88293
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88291
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88539
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053225
¡(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.288857
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964533
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258025
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578931
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931117
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319349
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749326
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228093
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764284
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36877
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05536
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84175
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75132
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81515
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.03671
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.01113
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.98817
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.96781
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.95004
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93484
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.92219
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91208
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.9045
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89944
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8969
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89687
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89935
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042175
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680088
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948209
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240254
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559477
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90974
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29573
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723121
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198812
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731386
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33158
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01296
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79303
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69468
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74852
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.05343
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.0278
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.00481
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.98443
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.96664
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.95141
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93874
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.92862
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.92103
æ(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91596
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91341
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91338
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91587
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.09025
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665206
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932055
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222625
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540162
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888507
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2723
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697091
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169793
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698849
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29479
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97104
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74485
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63871
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68274
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.07273
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.04707
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.02405
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.00363
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.98581
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.97056
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.95787
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94773
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94012
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93505
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.9325
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93246
(342.50, 6.94, 369.88) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93495
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405711
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650441
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916012
(342.50, 6.94, 369.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205122
