¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(436.69, 14.02, 296.56) (434.52, 8.54, 321.04) (0.81, 2.16, 0.81) Human 7.692207
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29737
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38792
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52079
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574701
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845954
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141981
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466283
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823056
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222095
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671453
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174655
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741875
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.386
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0591
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98923
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09299
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29337
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41055
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571358
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842314
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138002
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461914
¹(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818227
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213626
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661977
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163999
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729825
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37226
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97507
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82284
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89433
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20036
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30227
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567997
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838642
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133971
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457493
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813349
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206573
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652417
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153246
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717684
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35842
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.932
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66065
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70111
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00397
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19584
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564609
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834918
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129919
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453051
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808464
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201122
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642788
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142433
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.705435
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34449
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88964
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50248
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51322
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77236
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09136
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561177
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831178
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12583
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44857
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803514
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195665
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633074
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131568
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693117
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31194
µ(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84804
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44527
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33044
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54771
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98869
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557715
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827418
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121729
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444036
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798522
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190115
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624931
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12058
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680697
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2751
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80716
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39965
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1526
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32971
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85839
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55422
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823631
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117581
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439495
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793486
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184564
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618735
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109522
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668203
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23893
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76699
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35485
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01307
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11814
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550725
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819798
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113375
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434893
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788455
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178982
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61249
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098388
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65563
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20338
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7276
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31088
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96375
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07132
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547162
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81595
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109171
¶(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430275
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78335
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173335
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606233
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089404
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642938
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16847
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68888
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26772
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92879
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04005
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543619
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812087
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104921
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425651
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778232
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167663
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599895
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082296
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.630228
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13417
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6526
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24008
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89858
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00799
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540037
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80815
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100662
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42094
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773066
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161945
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59353
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075189
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617402
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10414
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62905
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21379
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8691
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99162
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536408
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804234
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096383
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416242
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767857
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156179
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587151
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068047
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607977
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0834
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60605
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18813
·(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84121
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00285
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532793
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800278
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092042
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411487
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762653
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15041
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580706
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060823
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58661
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06311
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58354
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16301
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85013
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01364
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529124
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796307
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087693
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406728
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75739
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144601
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574254
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053582
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564647
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04062
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56154
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13844
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85868
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.024
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525465
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792307
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083347
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401906
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752131
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138756
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567719
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046316
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543106
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01682
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54003
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11449
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86688
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0339
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521774
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788292
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078938
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397136
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746823
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132856
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561192
´(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039003
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522019
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993481
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51621
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0911
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87467
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8471
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518041
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784219
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074529
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392273
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741489
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126985
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554638
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031657
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501335
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97061
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49082
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06826
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8821
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65947
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54339
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514325
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78018
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070093
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387405
