¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
©(337.02, 7.85, 344.58) (328.56, 1.91, 308.38) (7.08, 2.96, 7.96) Truck 17.21059
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.773308
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.707944
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.675227
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.649385
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.625074
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.602297
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.581007
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.561191
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.542818
á(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.52589
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.510359
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.496232
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.483486
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.472101
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.46207
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.453417
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.44606
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.447608
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.473197
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.530517
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.654712
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888093
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198092
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.824651
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.747561
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.712111
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.687477
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.664392
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.642844
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.622807
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.604264
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.587183
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.571545
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.55737
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.544608
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.533257
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.5233
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.514734
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.507571
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.501779
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.504349
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.535837
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.612449
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878483
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188644
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.96162
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.828623
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.782745
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.760069
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.739033
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.719601
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.701771
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.685533
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.670858
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.657746
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.646222
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.636261
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.627864
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.621046
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.615836
ô(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.612271
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.610333
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.61712
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.67566
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868749
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177967
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517863
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829802
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.943347
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.918027
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.907427
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.901083
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.901258
(337.45, 7.70, 343.16) (340.03, 1.10, 320.83) (0.81, 2.16, 0.81) Human 6.918095
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49198
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02137
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60951
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31797
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02805
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21144
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05565
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04406
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.34139
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77565
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25208
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858895
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167176
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505961
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817628
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148581
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510508
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907899
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247281
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591361
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02809
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50862
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03977
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63306
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34202
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93063
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23915
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0981
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05171
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4014
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84674
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04814
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84898
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15624
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492396
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805617
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135448
à(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496136
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892116
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25034
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605614
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04371
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52585
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05885
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65727
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36674
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83714
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26811
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10009
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10181
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38923
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.92
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84803
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838872
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145217
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477307
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793732
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12248
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481949
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876504
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254033
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620321
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05987
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54363
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07854
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68219
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39214
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75984
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29834
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07413
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15359
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37821
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00111
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65179
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82873
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134058
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462277
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781997
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109706
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467929
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861103
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258356
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635536
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07656
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56199
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09888
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70779
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41821
ä(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67884
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32985
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1095
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19056
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36835
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00786
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45931
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818453
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122801
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447346
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770421
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097042
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454109
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845882
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263278
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651238
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09375
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58099
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11988
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73409
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44493
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6067
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37078
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14632
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1578
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3899
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99731
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68209
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.778
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.61128
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.59009
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.57426
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.56359
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.55812
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.68433
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808105
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111415
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432487
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754843
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084594
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440475
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830898
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261102
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667389
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11148
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60054
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14154
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7611
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46949
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62439
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43454
ç(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18461
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12618
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45563
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.98815
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62046
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.69077
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.56154
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.55365
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.5508
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.55309
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.5604
(337.45, 7.70, 343.16) (344.24, 1.98, 305.14) (0.81, 2.16, 0.81) Human 22.69048
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797631
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099951
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417657
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738655
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072301
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426993
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816096
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244792
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684038
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12977
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62067
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16386
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78879
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37407
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64291
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47013
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22438
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11906
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.43556
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.98038
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56221
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51878
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787094
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088372
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40292
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722569
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060174
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413729
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801559
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229172
(337.45, 7.70, 343.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68424
