¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™(349.45, 7.11, 360.73) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.16985
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.636157
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831495
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042048
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269617
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51634
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784678
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077499
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398226
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750992
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140736
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573528
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05678
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599723
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15298
£(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61555
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12456
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65231
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22179
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85243
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2777
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.83768
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.92682
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.21194
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.18561
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.16308
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.14433
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.12934
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.1181
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.632931
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827985
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038273
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26554
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511934
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779852
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072219
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39244
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744598
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133698
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565699
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04799
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589842
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08283
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5387
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04001
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5754
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13704
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75863
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25987
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.69094
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.78621
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.96665
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.94086
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.91883
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.90053
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.88594
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.87506
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629806
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824606
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034644
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261608
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507666
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775217
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067139
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386895
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738512
§(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126933
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558159
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039593
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580391
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01453
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46394
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95782
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50074
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05487
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66769
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18184
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.54991
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.65099
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.73119
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.70593
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.68437
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.6665
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.6523
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.64174
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626787
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.821425
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031157
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257854
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503605
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770802
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062321
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381584
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732662
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120459
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550985
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031549
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.542879
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948009
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39121
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87795
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41482
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97518
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57962
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10133
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.41908
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.52098
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.50508
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.48032
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.45921
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.44175
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.4279
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.41767
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.623928
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818318
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027836
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254263
¡(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499713
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766555
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057672
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376516
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727059
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11428
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544086
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023837
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483484
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88334
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32049
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8003
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32918
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89794
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63346
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10546
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.29584
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.396
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.2879
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.26361
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.24293
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.22585
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.21235
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.20242
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621208
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.815383
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024649
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250839
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495973
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762504
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053256
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371655
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721729
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108349
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537518
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016512
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487125
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859874
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2652
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72481
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24604
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82295
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69617
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18383
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.17738
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.27589
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.07929
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.05544
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.03518
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.01847
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.00529
ì(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.99564
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.618597
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812584
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021657
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247566
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492441
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758642
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049065
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36705
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716652
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102739
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531261
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009508
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4944
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876101
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28283
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72672
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21287
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74766
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76018
(349.39, 7.07, 361.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26383
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.06355
(349.39, 7.07, 361.67) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.16048
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.8788
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.85539
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.83551
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.81914
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.80628
(349.39, 7.07, 361.67) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.7969
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316125
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606991
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927355
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281863
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.676189
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.117532
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.617433
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179786
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55877
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37928
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32343
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41506
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81724
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28575
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15324
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04705
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32048
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611782
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932647
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.287738
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.682746
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124702
¸(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623781
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.189541
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57109
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38633
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33933
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43401
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85943
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32534
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10666
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94975
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33079
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.616405
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937754
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293407
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.689075
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.131807
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63043
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.198979
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57668
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39286
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34817
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45231
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90061
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26269
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02094
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85522
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341397
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620858
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942676
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298868
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695172
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138657
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638175
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.205519
(349.49, 6.96, 362.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58179
