¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94729
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62555
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154237
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753984
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43997
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23215
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15697
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.62107
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.56522
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.5123
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.46224
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.41499
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.3705
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.32873
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.28962
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.25314
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.980019
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.141294
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.314488
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.500842
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701888
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.919391
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155393
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412307
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692932
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000701
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339629
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714617
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131676
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598152
¸(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12328
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718784
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39963
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18536
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1021
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.10682
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.0549
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.00575
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.95933
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.91558
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.87445
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.8359
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.7999
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.7664
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.971441
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.132137
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.304628
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.490259
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.690465
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907026
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141977
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397666
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676966
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983161
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320293
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69318
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107816
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571423
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093132
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6845
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36031
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1398
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.72325
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.69975
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.67862
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.65983
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.64338
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.62923
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.61737
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.6078
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.60051
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.59549
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.963082
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.123171
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.295009
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.479874
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679278
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894931
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128851
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383386
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661358
·(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966039
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301395
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672284
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0845
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545337
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063729
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651076
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32195
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09546
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99677
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02002
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.98927
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.96832
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.94996
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.93418
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.92094
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.91025
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.90209
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.89645
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.954887
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.114406
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.285601
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.469789
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.668359
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883121
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116036
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369444
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646082
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949327
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283001
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651886
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061831
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519909
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035055
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618528
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28467
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0523
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94624
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92254
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.06119
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.04008
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.02156
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.00564
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.99228
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.98147
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.97322
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.96749
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.946908
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.105867
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.276423
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.459872
°(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.657711
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871593
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103561
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35583
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631248
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932987
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265031
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631995
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039685
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495134
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007159
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586835
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2484
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01032
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89715
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85806
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.1365
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.1152
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.09653
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.08046
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.06697
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.05604
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.04769
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.04188
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.939094
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.097501
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.267445
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.450234
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.647316
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.860348
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091345
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342568
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61673
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917082
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247517
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612617
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018144
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471014
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979971
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555963
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21309
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96952
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84944
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80063
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.21528
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.1938
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.17496
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.15873
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.1451
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.13405
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.12559
¨(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.11968
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.931447
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.089343
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.258725
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440839
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637157
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849399
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079407
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329607
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602598
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901597
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230444
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593752
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997124
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447543
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953526
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525965
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17874
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92983
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78255
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7156
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.29763
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.27596
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.25693
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.24054
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.22677
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.21559
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.20701
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.20101
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.92404
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.081378
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.25016
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.431664
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.627284
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838711
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067829
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316994
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588815
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886512
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213837
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575378
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976688
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424673
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927784
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496802
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14537
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89128
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71165
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63297
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.38365
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.36177
¨(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.34256
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.326
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.31207
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.30076
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.29206
(342.26, 7.25, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.28596
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.916791
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.073645
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.241847
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.422712
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.617649
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828268
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056541
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304723
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575431
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871819
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19765
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557469
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95684
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40244
