¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(325.20, 7.19, 391.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.31115
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14466
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00766
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66869
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9178
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54413
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11533
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.36605
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.08826
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.86295
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399806
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648238
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926466
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238319
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617812
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215481
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.902101
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.94545
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.526709
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33111
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15417
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99956
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63463
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91594
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55814
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11832
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.38788
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.1167
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.857913
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394538
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650185
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928573
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241362
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591983
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179137
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873808
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.130778
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.540469
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35809
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16364
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96984
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60161
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91403
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5722
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.12127
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4098
Ÿ(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.14526
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852958
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069651
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652164
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930722
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244431
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595377
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142344
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830395
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.404324
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.557895
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3846
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17307
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94104
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56961
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91207
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5863
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.1242
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.43179
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.17394
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848081
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.064381
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654234
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932939
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247477
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59875
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10515
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786478
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57846
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.745648
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41063
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18246
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91315
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53864
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9308
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60045
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13869
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.45386
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20273
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843287
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0592
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292955
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935241
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25058
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602164
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067539
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742167
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521441
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00825
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43561
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1918
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88616
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50867
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98507
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61464
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.17427
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.47601
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.23163
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.838574
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054107
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.287437
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937595
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253643
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605547
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029577
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697381
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464201
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36638
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47333
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20109
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86007
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49814
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03816
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62886
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20898
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.49823
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.26062
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.833943
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049104
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.282013
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939981
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256753
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608978
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998806
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652266
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406713
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36342
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73684
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21033
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83486
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48852
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09002
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64312
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24277
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.52051
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.28971
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829397
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044191
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276691
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529116
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259809
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612382
£(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002572
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60616
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3491
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28778
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14602
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28236
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81055
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50356
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14064
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65325
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27565
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.54285
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.31889
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824932
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039368
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271465
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523436
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262896
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615784
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006325
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557342
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29133
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21196
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15276
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64997
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79794
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51772
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18994
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64469
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.30758
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.56525
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.34815
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820552
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.034636
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266337
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517864
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795551
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619202
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010112
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508398
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233461
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13598
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15778
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6878
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18117
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53103
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2379
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63681
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33856
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.5877
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.37749
©(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.816255
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.029995
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26131
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512401
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797608
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622622
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013933
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4593
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175482
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05987
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11399
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63964
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21999
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87924
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2809
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6296
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.36126
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.6102
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.4069
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812045
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025446
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256383
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507046
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799681
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.126195
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017752
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444572
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117449
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983647
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07117
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59255
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16797
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6161
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29279
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62307
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37502
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.63274
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.43638
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807919
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02099
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.251556
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506194
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801769
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128498
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021391
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44575
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059372
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907419
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99728
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54658
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11721
î(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66778
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61625
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61721
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.39368
(325.57, 7.24, 390.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.65533
(325.57, 7.24, 390.48) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.52989
(325.57, 7.24, 390.48) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.44363
(325.57, 7.24, 390.48) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.59844
(325.57, 7.24, 390.48) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.51378
